date,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-05-29,1746382,98947,16869163,36948.0,20433.1,953.143,423964.0,0.04919880000000001,0.0481954,4.32947,2.88632,6.49421,1.00221,81040.0,54026.6,121560.0,1258240.0,838826.0,1887360.0,0.00379129,0.00252753,0.00568694,14168100.0,9445370.0,21252100.0,0.0426908,0.0284606,0.0640363
2020-05-30,1769819,99865,17312502,35735.0,20586.3,936.429,427247.0,0.0491769,0.0481835,4.2605900000000005,2.84039,6.39089,1.0258399999999999,82568.9,55046.0,123853.0,1252340.0,834895.0,1878510.0,0.00377353,0.00251569,0.00566029,14250600.0,9500420.0,21375900.0,0.042939599999999994,0.0286264,0.06440950000000001
2020-05-31,1791211,100516,17734174,34911.0,20856.6,931.7139999999999,434984.0,0.0487401,0.047948000000000005,4.1829,2.7886,6.27436,1.0524200000000001,84239.6,56159.7,126359.0,1248870.0,832582.0,1873310.0,0.00376307,0.00250871,0.00564461,14334900.0,9556570.0,21502300.0,0.0431935,0.028795599999999998,0.06479019999999999
2020-06-01,1811573,101187,18147077,34316.0,20616.1,948.429,431843.0,0.048348300000000004,0.0477399,4.2184,2.8122700000000003,6.3276,1.07903,86200.6,57467.1,129301.0,1247830.0,831888.0,1871750.0,0.00375994,0.00250662,0.00563991,14421100.0,9614040.0,21631600.0,0.0434532,0.0289688,0.0651798
2020-06-02,1831728,102187,18587668,33950.0,21070.0,995.2860000000001,449035.0,0.047405800000000005,0.0469228,4.1089199999999995,2.73928,6.16338,1.10653,88995.1,59330.0,133493.0,1249860.0,833240.0,1874790.0,0.00376605,0.0025107,0.00564907,14510100.0,9673370.0,21765100.0,0.0437214,0.0291476,0.065582
2020-06-03,1851883,103167,19059086,33237.0,21176.3,947.2860000000001,456481.0,0.0467846,0.0463903,4.05924,2.7061599999999997,6.0888599999999995,1.1334899999999999,92056.7,61371.1,138085.0,1255340.0,836894.0,1883010.0,0.00378257,0.00252171,0.00567385,14602100.0,9734740.0,21903200.0,0.043998699999999995,0.029332499999999997,0.0659981
2020-06-04,1872266,104031,19553602,32814.0,20851.1,893.2860000000001,460790.0,0.0456472,0.0452508,4.07702,2.71801,6.115530000000001,1.16036,95682.4,63788.2,143524.0,1265060.0,843376.0,1897600.0,0.00381186,0.00254124,0.00571779,14697800.0,9798530.0,22046700.0,0.044287099999999996,0.0295247,0.0664306
2020-06-05,1895332,104875,20142787,32499.0,20776.6,846.857,471807.0,0.0444266,0.0440362,4.0528,2.70187,6.07921,1.1880700000000002,100097.0,66731.3,150145.0,1280150.0,853434.0,1920230.0,0.00385732,0.00257155,0.00578598,14797900.0,9865260.0,22196800.0,0.044588699999999995,0.029725799999999997,0.066883
2020-06-06,1917890,105586,20701053,31994.0,20651.0,817.2860000000001,488779.0,0.0426604,0.0422501,4.00715,2.67143,6.01072,1.2152,104664.0,69775.8,156995.0,1300610.0,867074.0,1950920.0,0.00391897,0.00261265,0.00587846,14902600.0,9935040.0,22353800.0,0.044904,0.029936,0.067356
2020-06-07,1936708,106032,21125612,31490.0,20283.3,788.0,491089.0,0.0418651,0.0413027,4.012519999999999,2.67501,6.0187800000000005,1.24025,110517.0,73678.1,165776.0,1328380.0,885584.0,1992560.0,0.00400263,0.00266842,0.00600395,15013100.0,10008700.0,22519600.0,0.045237,0.030157999999999997,0.0678556
2020-06-08,1953938,106708,21535762,31121.0,20337.9,788.7139999999999,492639.0,0.042011900000000005,0.0412835,3.9591,2.6394,5.93865,1.26442,117067.0,78044.5,175600.0,1364060.0,909371.0,2046080.0,0.00411014,0.00274009,0.00616521,15130100.0,10086800.0,22695200.0,0.0455898,0.030393200000000002,0.06838469999999999
2020-06-09,1971089,107609,21980256,31187.0,19908.7,774.571,494870.0,0.0410781,0.040230199999999994,4.01546,2.67698,6.0232,1.2846,123973.0,82648.5,185959.0,1407510.0,938340.0,2111260.0,0.00424107,0.00282738,0.00636161,15254100.0,10169400.0,22881200.0,0.045963300000000006,0.0306422,0.068945
2020-06-10,1991816,108493,22428294,30952.0,19990.4,760.857,493390.0,0.0415329,0.0405164,4.001180000000001,2.66745,6.00177,1.30077,131260.0,87506.5,196890.0,1458830.0,972551.0,2188240.0,0.0043957,0.00293047,0.00659355,15385400.0,10256900.0,23078100.0,0.046358800000000006,0.030905900000000004,0.0695383
2020-06-11,2013887,109392,22907335,29844.0,20231.6,765.857,495630.0,0.0422279,0.0408199,3.97798,2.65199,5.96697,1.31159,138993.0,92662.2,208490.0,1517830.0,1011890.0,2276750.0,0.0045735,0.0030489999999999996,0.00686025,15524400.0,10349600.0,23286600.0,0.0467777,0.0311851,0.07016649999999999
2020-06-12,2036983,110155,23503439,29309.0,20235.9,754.2860000000001,497323.0,0.042149900000000004,0.04068959999999999,4.00477,2.66985,6.00715,1.31655,146934.0,97955.7,220400.0,1584290.0,1056190.0,2376430.0,0.00477374,0.00318249,0.0071606000000000005,15671300.0,10447500.0,23507000.0,0.0472204,0.0314803,0.07083060000000001
2020-06-13,2062228,110845,24027043,28578.0,20619.7,751.2860000000001,492818.0,0.043397000000000005,0.0418404,4.00437,2.66958,6.00655,1.31606,155389.0,103592.0,233083.0,1658640.0,1105760.0,2487950.0,0.00499776,0.00333184,0.00749664,15826700.0,10551100.0,23740000.0,0.0476886,0.031792400000000005,0.0715329
2020-06-14,2083561,111200,24508873,28020.0,20979.0,738.2860000000001,500515.0,0.04340580000000001,0.0419149,4.01543,2.67695,6.02314,1.31124,163350.0,108900.0,245025.0,1739420.0,1159610.0,2609130.0,0.00524117,0.00349411,0.00786175,15990000.0,10660000.0,23985100.0,0.0481808,0.032120499999999996,0.0722712
2020-06-15,2102215,111606,24955766,28026.0,21182.4,699.7139999999999,506075.0,0.04335580000000001,0.041856300000000006,4.06944,2.71296,6.10416,1.30064,171471.0,114314.0,257207.0,1826650.0,1217770.0,2739970.0,0.00550401,0.00366934,0.00825602,16161500.0,10774300.0,24242300.0,0.048697500000000005,0.032465,0.0730462
2020-06-16,2125483,112312,25439807,28386.0,22056.3,671.857,511692.0,0.0446283,0.0431046,4.03491,2.68994,6.05236,1.28625,179610.0,119740.0,269415.0,1920060.0,1280040.0,2880090.0,0.00578547,0.00385698,0.00867821,16341100.0,10894100.0,24511700.0,0.049238699999999996,0.0328258,0.07385800000000001
2020-06-17,2149389,113106,25962250,28664.0,22510.4,659.0,522783.0,0.044588300000000004,0.0430588,4.08951,2.72634,6.13427,1.26803,187724.0,125150.0,281587.0,2018790.0,1345860.0,3028180.0,0.00608296,0.00405531,0.00912444,16528800.0,11019200.0,24793300.0,0.0498043,0.0332029,0.07470650000000001
2020-06-18,2176478,113799,26498035,28521.0,23227.3,629.571,528286.0,0.0452811,0.0439672,4.1194,2.74626,6.17909,1.24755,194829.0,129886.0,292243.0,2121560.0,1414370.0,3182340.0,0.00639263,0.00426175,0.00958895,16723700.0,11149100.0,25085500.0,0.050391399999999996,0.03359430000000001,0.0755871
2020-06-19,2207437,114455,27111222,28706.0,24350.6,614.286,529782.0,0.0472462,0.0459634,4.11066,2.74044,6.16599,1.22481,200718.0,133812.0,301078.0,2226600.0,1484400.0,3339890.0,0.00670912,0.00447275,0.0100637,16924400.0,11282900.0,25386600.0,0.0509962,0.0339975,0.0764943
2020-06-20,2239388,115066,27688949,28084.0,25308.6,603.0,537147.0,0.0483792,0.0471166,4.1355,2.7569999999999997,6.20325,1.20119,205737.0,137158.0,308605.0,2332230.0,1554820.0,3498350.0,0.00702744,0.00468496,0.0105412,17130100.0,11420100.0,25695200.0,0.05161609999999999,0.034410699999999995,0.07742410000000001
2020-06-21,2268236,115359,28220410,28325.0,26382.1,594.143,544505.0,0.049757,0.0484516,4.18909,2.7927299999999997,6.2836300000000005,1.17766,210906.0,140604.0,316360.0,2438480.0,1625650.0,3657720.0,0.00734756,0.00489838,0.0110213,17341000.0,11560700.0,26011600.0,0.052251599999999995,0.0348344,0.07837739999999999
2020-06-22,2295415,115653,28718544,28954.0,27600.0,578.143,551566.0,0.051345,0.0500393,4.24155,2.8277,6.36233,1.15719,215357.0,143571.0,323035.0,2543320.0,1695540.0,3814980.0,0.00766346,0.00510898,0.0114952,17556400.0,11704300.0,26334600.0,0.052900499999999996,0.035267,0.0793508
2020-06-23,2329300,116378,29363396,30394.0,29116.7,580.857,575511.0,0.0519466,0.05059280000000001,4.25779,2.83852,6.38668,1.1407399999999999,219548.0,146365.0,329322.0,2645800.0,1763870.0,3968700.0,0.00797226,0.00531484,0.011958400000000001,17775900.0,11850600.0,26663900.0,0.053562,0.035708,0.0803431
2020-06-24,2368309,117085,29870925,31271.0,31274.3,568.429,573088.0,0.0560087,0.0545715,4.19705,2.79803,6.29557,1.12966,223383.0,148922.0,335074.0,2745210.0,1830140.0,4117810.0,0.0082718,0.00551453,0.0124077,17999300.0,11999500.0,26999000.0,0.0542351,0.0361568,0.08135269999999999
2020-06-25,2407990,117748,30520341,31926.0,33073.1,564.143,589252.0,0.057557000000000004,0.056127300000000005,4.2026,2.80174,6.30391,1.1228,228465.0,152310.0,342697.0,2842410.0,1894940.0,4263620.0,0.00856469,0.00570979,0.012846999999999999,18227800.0,12151900.0,27341700.0,0.0549235,0.0366157,0.08238530000000001
2020-06-26,2452369,118372,31261482,31810.0,34990.3,559.571,611523.0,0.059016099999999995,0.057218200000000004,4.199269999999999,2.7995099999999997,6.2989,1.12068,234874.0,156582.0,352310.0,2938290.0,1958860.0,4407440.0,0.0088536,0.0059023999999999995,0.0132804,18462700.0,12308400.0,27694000.0,0.0556313,0.0370875,0.08344689999999999
2020-06-27,2495262,118874,31893011,32566.0,36553.4,544.0,622078.0,0.0608635,0.0587602,4.251,2.8339999999999996,6.3765,1.12142,241688.0,161126.0,362533.0,3033050.0,2022030.0,4549570.0,0.00913911,0.00609274,0.013708700000000002,18704300.0,12469600.0,28056500.0,0.0563595,0.037573,0.0845393
2020-06-28,2536594,119145,32499973,32575.0,38336.9,540.857,635678.0,0.0627069,0.0603087,4.26091,2.84061,6.391369999999999,1.1227,247255.0,164837.0,370882.0,3124910.0,2083280.0,4687370.0,0.00941592,0.00627728,0.0141239,18951600.0,12634400.0,28427400.0,0.057104499999999996,0.0380697,0.0856568
2020-06-29,2576359,119503,33177348,33744.0,40134.9,550.0,664182.0,0.0630088,0.060427499999999995,4.27238,2.84825,6.40857,1.1218,252949.0,168633.0,379423.0,3214510.0,2143010.0,4821770.0,0.009685899999999999,0.00645726,0.014528799999999998,19204600.0,12803000.0,28806800.0,0.05786669999999999,0.0385778,0.0868001
2020-06-30,2623989,120087,33840832,35335.0,42098.4,529.857,668008.0,0.0658165,0.0630208,4.266430000000001,2.84429,6.39964,1.11808,258641.0,172428.0,387962.0,3301680.0,2201120.0,4952530.0,0.00994855,0.00663237,0.014922799999999998,19463200.0,12975500.0,29194800.0,0.058646000000000004,0.0390974,0.08796910000000001
2020-07-01,2674990,120776,34510215,36569.0,43811.6,527.286,693893.0,0.0661052,0.06313880000000001,4.28481,2.8565400000000003,6.427219999999999,1.1103100000000001,263506.0,175671.0,395259.0,3385580.0,2257050.0,5078370.0,0.0102013,0.0068009,0.015302000000000001,19726700.0,13151100.0,29590100.0,0.05944,0.0396267,0.08916
2020-07-02,2728498,121472,35215932,37627.0,45786.9,532.0,704241.0,0.0682572,0.0650159,4.25513,2.83675,6.38269,1.09941,266854.0,177902.0,400281.0,3464710.0,2309810.0,5197060.0,0.010439799999999999,0.00695985,0.015659700000000002,19993600.0,13329000.0,29990300.0,0.0602441,0.040162699999999996,0.0903662
2020-07-03,2782186,122074,35946941,37927.0,47116.7,528.857,700992.0,0.0703916,0.0672143,4.26003,2.84002,6.39004,1.08523,268927.0,179285.0,403391.0,3538810.0,2359200.0,5308210.0,0.0106631,0.0071087,0.0159946,20262500.0,13508300.0,30393700.0,0.0610544,0.040702999999999996,0.0915816
2020-07-04,2836330,122374,36606386,38281.0,48724.0,500.0,703289.0,0.0723617,0.0692802,4.2224900000000005,2.8149900000000003,6.33373,1.06883,270107.0,180072.0,405161.0,3608200.0,2405460.0,5412290.0,0.0108721,0.00724809,0.0163082,20532600.0,13688400.0,30798900.0,0.0618683,0.0412455,0.0928025
2020-07-05,2881497,122581,37293502,38872.0,49271.9,490.85699999999997,712899.0,0.0719518,0.06911469999999999,4.28046,2.85364,6.4206900000000005,1.05226,271557.0,181038.0,407336.0,3674020.0,2449340.0,5511030.0,0.0110705,0.00738031,0.0166057,20804100.0,13869400.0,31206200.0,0.0626866,0.041791,0.0940298
2020-07-06,2922991,122847,37939942,39970.0,49518.9,477.714,707657.0,0.0727822,0.0699758,4.34898,2.89932,6.52348,1.0368700000000002,272226.0,181484.0,408339.0,3735340.0,2490220.0,5603010.0,0.0112552,0.00750349,0.0168828,21076400.0,14050900.0,31614600.0,0.0635068,0.042337900000000005,0.0952602
2020-07-07,2974733,123752,38622565,41957.0,50106.3,523.571,709939.0,0.07335080000000001,0.0705783,4.38165,2.9211,6.57247,1.02219,271460.0,180974.0,407190.0,3791440.0,2527630.0,5687160.0,0.0114243,0.00761619,0.0171364,21347800.0,14231900.0,32021700.0,0.0643248,0.042883199999999996,0.0964872
2020-07-08,3037469,124564,39330666,43204.0,51782.7,541.143,715078.0,0.0751961,0.0724154,4.31384,2.8759,6.47077,1.00882,270515.0,180343.0,405772.0,3842410.0,2561600.0,5763610.0,0.0115779,0.00771857,0.0173668,21618300.0,14412200.0,32427500.0,0.0651399,0.043426599999999996,0.09770980000000001
2020-07-09,3096428,125464,40099966,44055.0,52561.4,570.286,722013.0,0.0753332,0.0727985,4.34662,2.89775,6.5199300000000004,0.996814,269139.0,179426.0,403709.0,3888160.0,2592110.0,5832250.0,0.0117157,0.00781048,0.017573599999999998,21887500.0,14591700.0,32831200.0,0.06595089999999999,0.0439672,0.09892630000000001
2020-07-10,3163252,126286,40988478,51740.0,54438.0,601.714,745895.0,0.07558530000000001,0.0729835,4.31451,2.8763400000000003,6.471769999999999,0.985951,267451.0,178301.0,401176.0,3927150.0,2618100.0,5890730.0,0.0118332,0.007888800000000001,0.0177498,22154900.0,14770000.0,33232400.0,0.0667567,0.0445045,0.100135
2020-07-11,3225576,127038,41746163,51982.0,55606.6,666.2860000000001,760923.0,0.0757321,0.0730778,4.3464,2.8976,6.5196,0.976152,265209.0,176806.0,397814.0,3957490.0,2638320.0,5936230.0,0.0119246,0.00794973,0.017886900000000004,22420100.0,14946800.0,33630200.0,0.0675559,0.04503719999999999,0.10133400000000001
2020-07-12,3286548,127512,42569974,52860.0,57864.4,704.429,780887.0,0.0767655,0.07410089999999998,4.273,2.8486700000000003,6.40951,0.96693,262210.0,174807.0,393315.0,3978010.0,2652000.0,5967010.0,0.0119864,0.00799096,0.0179797,22682400.0,15121600.0,34023500.0,0.0683459,0.045564,0.102519
2020-07-13,3344151,127843,43329810,54156.0,60165.7,713.7139999999999,795699.0,0.07813919999999999,0.0756136,4.20421,2.8028,6.30631,0.9579030000000001,258896.0,172598.0,388344.0,3989650.0,2659770.0,5984470.0,0.012021500000000001,0.00801434,0.018032299999999998,22941300.0,15294200.0,34411900.0,0.06912599999999999,0.046084,0.103689
2020-07-14,3406885,128582,44143910,55667.0,61736.0,690.0,814427.0,0.0782693,0.075803,4.18947,2.79298,6.28421,0.949682,255325.0,170216.0,382987.0,3992020.0,2661350.0,5988040.0,0.0120287,0.00801911,0.018043,23196600.0,15464400.0,34794900.0,0.0698954,0.0465969,0.104843
2020-07-15,3472503,129442,44989216,56312.0,62147.7,696.857,833191.0,0.0768808,0.07459,4.23999,2.82666,6.35999,0.942254,251765.0,167844.0,377648.0,3985150.0,2656770.0,5977720.0,0.012008,0.0080053,0.018011900000000004,23448300.0,15632200.0,35172500.0,0.070654,0.0471027,0.10598099999999999
2020-07-16,3542952,130395,45890377,57614.0,63789.1,704.429,853673.0,0.07711439999999999,0.0747232,4.18337,2.78891,6.27506,0.9351649999999999,247499.0,164999.0,371248.0,3969140.0,2646090.0,5953710.0,0.0119597,0.00797315,0.0179396,23695800.0,15797200.0,35543800.0,0.0713997,0.047599800000000005,0.1071
2020-07-17,3619170,131331,46801135,57894.0,65131.1,720.7139999999999,856830.0,0.07843539999999999,0.0760141,4.12901,2.75268,6.1935199999999995,0.9279209999999999,243155.0,162103.0,364733.0,3945440.0,2630290.0,5918160.0,0.0118883,0.00792554,0.017832499999999998,23939000.0,15959300.0,35908500.0,0.0721324,0.0480883,0.108199
2020-07-18,3683593,132204,47644528,57822.0,65431.0,738.0,869177.0,0.0776515,0.07527930000000001,4.1281300000000005,2.75208,6.19219,0.9208290000000001,238763.0,159175.0,358144.0,3915280.0,2610190.0,5872920.0,0.0117974,0.00786495,0.0176961,24177800.0,16118500.0,36266600.0,0.07285180000000001,0.048567900000000004,0.109278
2020-07-19,3747308,132731,48487081,58052.0,65822.9,745.571,873002.0,0.0778691,0.0753983,4.12558,2.7503900000000003,6.18837,0.913637,233953.0,155968.0,350929.0,3879120.0,2586080.0,5818680.0,0.011688500000000001,0.00779232,0.0175327,24411700.0,16274500.0,36617600.0,0.07355679999999999,0.0490379,0.11033499999999999
2020-07-20,3804244,133100,49247544,58509.0,65727.6,751.0,874939.0,0.0777482,0.07512239999999999,4.14173,2.76115,6.2126,0.9073610000000001,228186.0,152124.0,342278.0,3835750.0,2557170.0,5753630.0,0.011557799999999998,0.007705199999999999,0.017336700000000003,24639900.0,16426600.0,36959800.0,0.0742444,0.0494962,0.11136700000000001
2020-07-21,3867869,134169,50058298,59480.0,65854.9,798.143,875255.0,0.0779428,0.0752408,4.1221,2.7480700000000002,6.18315,0.901691,222509.0,148339.0,333763.0,3786030.0,2524020.0,5679050.0,0.011408,0.00760532,0.017112,24862400.0,16574900.0,37293600.0,0.0749148,0.04994319999999999,0.112372
2020-07-22,3937215,135303,50942644,59752.0,66387.4,837.2860000000001,882371.0,0.0780579,0.0752375,4.07479,2.71653,6.11218,0.8977139999999999,216652.0,144435.0,324979.0,3731230.0,2487480.0,5596840.0,0.011242799999999999,0.00749523,0.0168643,25079100.0,16719400.0,37618600.0,0.0755676,0.0503784,0.113351
2020-07-23,4008440,136364,51850552,59854.0,66498.3,852.7139999999999,883609.0,0.0780997,0.07525760000000001,4.0473099999999995,2.69821,6.07097,0.896365,212330.0,141554.0,318495.0,3673040.0,2448690.0,5509560.0,0.0110675,0.00737835,0.0166013,25291400.0,16860900.0,37937100.0,0.0762074,0.0508049,0.114311
2020-07-24,4083294,137556,52853673,59808.0,66303.4,889.2860000000001,897460.0,0.0766825,0.073879,4.03374,2.6891599999999998,6.05061,0.898731,207665.0,138444.0,311498.0,3611570.0,2407710.0,5417350.0,0.0108823,0.00725486,0.016323400000000002,25499100.0,16999400.0,38248600.0,0.0768331,0.0512221,0.11525
2020-07-25,4147670,138561,53734367,59382.0,66296.7,908.143,904628.0,0.0762051,0.0732862,4.00033,2.66689,6.0005,0.9037120000000001,204088.0,136059.0,306132.0,3548200.0,2365470.0,5322310.0,0.0106914,0.00712758,0.016037,25703100.0,17135400.0,38554700.0,0.0774481,0.0516321,0.116172
2020-07-26,4207793,139121,54627631,58731.0,65783.6,912.857,911574.0,0.0749908,0.0721648,3.98595,2.6573,5.97892,0.9120790000000001,201782.0,134521.0,302673.0,3484780.0,2323190.0,5227170.0,0.010500200000000001,0.00700017,0.015750399999999998,25904900.0,17269900.0,38857400.0,0.0780561,0.052037400000000004,0.117084
2020-07-27,4262807,140186,55452201,58991.0,65509.0,1012.29,920497.0,0.0739063,0.071167,3.9520699999999995,2.6347099999999997,5.92811,0.9213709999999999,199950.0,133300.0,299924.0,3422520.0,2281680.0,5133780.0,0.0103126,0.0068751,0.015469,26104900.0,17403200.0,39157300.0,0.0786586,0.052439099999999995,0.11798800000000001
2020-07-28,4321791,141314,56304358,57178.0,64846.0,1020.71,925757.0,0.07267330000000001,0.0700464,3.9374,2.62493,5.9061,0.9311290000000001,198295.0,132196.0,297442.0,3361920.0,2241280.0,5042870.0,0.01013,0.00675336,0.0151951,26303200.0,17535400.0,39454800.0,0.07925610000000001,0.0528374,0.11888399999999999
2020-07-29,4385732,142805,57210616,57427.0,64073.9,1071.71,927108.0,0.07155700000000001,0.0691115,3.9293,2.61953,5.89395,0.938609,197194.0,131462.0,295790.0,3303780.0,2202520.0,4955680.0,0.00995489,0.00663659,0.014932299999999997,26500400.0,17666900.0,39750500.0,0.0798503,0.0532335,0.119775
2020-07-30,4454538,144053,58101564,56565.0,63728.3,1098.43,924477.0,0.07136410000000001,0.06893439999999999,3.88365,2.5891,5.825480000000001,0.9418989999999999,194769.0,129846.0,292154.0,3246790.0,2164530.0,4870180.0,0.00978315,0.0065221,0.0146747,26695100.0,17796800.0,40042700.0,0.08043710000000001,0.05362480000000001,0.120656
2020-07-31,4522068,145366,59098271,55700.0,62682.0,1115.71,923319.0,0.07026460000000001,0.0678877,3.8791900000000004,2.58613,5.81878,0.9404399999999999,192892.0,128595.0,289338.0,3192180.0,2128120.0,4788270.0,0.00961861,0.00641241,0.0144279,26888000.0,17925300.0,40332000.0,0.08101839999999999,0.054012199999999996,0.121528
2020-08-01,4582313,146558,59923491,54554.0,62091.9,1142.43,914064.0,0.0702269,0.06792949999999999,3.84531,2.56354,5.76797,0.9355319999999999,189303.0,126202.0,283955.0,3138330.0,2092220.0,4707500.0,0.00945634,0.00630423,0.0141845,27077300.0,18051600.0,40616000.0,0.0815888,0.054392499999999996,0.12238299999999999
2020-08-02,4628823,147052,60673587,54106.0,60147.1,1133.0,893254.0,0.0696383,0.0673348,3.8896699999999997,2.59311,5.83451,0.92529,184389.0,122926.0,276584.0,3083960.0,2055970.0,4625940.0,0.00929251,0.006195,0.013938800000000001,27261700.0,18174500.0,40892600.0,0.08214439999999999,0.0547629,0.12321700000000001
2020-08-03,4678171,147588,61473247,53524.0,59337.7,1057.43,889106.0,0.06898539999999999,0.0667387,3.84554,2.5636900000000002,5.76831,0.9129450000000001,179978.0,119985.0,269967.0,3029980.0,2019990.0,4544970.0,0.00912987,0.00608658,0.013694799999999998,27441700.0,18294500.0,41162500.0,0.0826867,0.055124400000000004,0.12403
2020-08-04,4729986,148827,62247849,53440.0,58313.6,1073.29,878033.0,0.0686793,0.06641389999999998,3.8157300000000003,2.54382,5.72359,0.8997459999999999,175202.0,116802.0,262804.0,2977000.0,1984670.0,4465500.0,0.00897022,0.00598015,0.0134553,27616900.0,18411300.0,41425300.0,0.08321460000000001,0.0554764,0.124822
2020-08-05,4782450,150187,63035546,53444.0,56674.0,1054.57,862316.0,0.0681069,0.065723,3.8227800000000003,2.54852,5.73418,0.887487,169336.0,112891.0,254005.0,2923830.0,1949220.0,4385740.0,0.00881001,0.00587334,0.013215000000000001,27786200.0,18524200.0,41679300.0,0.0837248,0.0558165,0.12558699999999998
2020-08-06,4836253,151435,63869783,53221.0,54530.7,1054.57,854367.0,0.0661755,0.0638258,3.8937699999999995,2.59585,5.84066,0.8781899999999999,164302.0,109535.0,246453.0,2871480.0,1914320.0,4307210.0,0.00865226,0.00576818,0.0129784,27950500.0,18633700.0,41925800.0,0.0842199,0.0561466,0.12633
2020-08-07,4897089,152768,64762950,51301.0,53574.4,1057.43,839620.0,0.0662034,0.0638079,3.8762,2.58413,5.8143,0.872991,159229.0,106153.0,238844.0,2818380.0,1878920.0,4227560.0,0.00849226,0.00566151,0.0127384,28109800.0,18739800.0,42164600.0,0.08469969999999999,0.0564664,0.12705
2020-08-08,4950173,153852,65504062,50071.0,52551.4,1042.0,827473.0,0.06591799999999999,0.0635084,3.8835900000000003,2.58906,5.82538,0.8713930000000001,154950.0,103300.0,232425.0,2765660.0,1843770.0,4148490.0,0.00833342,0.00555561,0.0125001,28264700.0,18843100.0,42397100.0,0.08516660000000001,0.05677769999999999,0.12775
2020-08-09,5000326,154466,66282379,48997.0,53071.9,1059.14,832343.0,0.06623580000000001,0.063762,3.80205,2.5347,5.70308,0.875547,151514.0,101009.0,227271.0,2713090.0,1808720.0,4069630.0,0.00817501,0.00545,0.0122625,28416200.0,18944200.0,42624300.0,0.08562310000000001,0.057082100000000004,0.128435
2020-08-10,5042069,154901,67076110,48761.0,51985.4,1044.71,833640.0,0.0649486,0.062359500000000005,3.84626,2.56418,5.7694,0.883552,148390.0,98926.6,222585.0,2659690.0,1773130.0,3989540.0,0.00801413,0.00534275,0.012021200000000001,28564600.0,19043100.0,42846900.0,0.0860702,0.0573802,0.129105
2020-08-11,5097499,156224,67874196,48620.0,52501.9,1056.71,837846.0,0.06532,0.06266290000000001,3.77691,2.5179400000000003,5.66536,0.893967,145958.0,97305.3,218937.0,2605700.0,1737130.0,3908550.0,0.00785144,0.00523429,0.0117772,28710600.0,19140400.0,43065900.0,0.08651,0.05767340000000001,0.12976500000000002
2020-08-12,5153393,157742,68425070,48046.0,52991.9,1079.29,829923.0,0.06882669999999999,0.0638515,3.7212,2.4808,5.58181,0.907142,144415.0,96276.5,216622.0,2551820.0,1701210.0,3827730.0,0.00768909,0.00512606,0.0115336,28855000.0,19236700.0,43282500.0,0.0869452,0.0579634,0.130418
2020-08-13,5205014,158906,69437901,47322.0,52680.1,1067.29,853875.0,0.0662272,0.061695400000000004,3.6972099999999997,2.46481,5.5458099999999995,0.921317,143168.0,95445.5,214752.0,2497800.0,1665200.0,3746700.0,0.0075263000000000005,0.00501754,0.0112895,28998200.0,19332100.0,43497200.0,0.08737660000000001,0.058251,0.13106500000000001
2020-08-14,5262107,160125,70409477,45860.0,52145.4,1051.0,863586.0,0.0646447,0.060382500000000006,3.6991199999999997,2.46608,5.54868,0.9346209999999999,141886.0,94590.5,212829.0,2444910.0,1629940.0,3667370.0,0.00736695,0.0049113,0.011050399999999998,29140000.0,19426700.0,43710100.0,0.08780410000000001,0.0585361,0.131706
2020-08-15,5317917,161343,71273661,44922.0,52534.9,1070.14,880527.0,0.0637382,0.059663,3.60339,2.40226,5.40508,0.947267,141441.0,94293.9,212161.0,2393460.0,1595640.0,3590190.0,0.00721192,0.00480795,0.0108179,29281500.0,19521000.0,43922200.0,0.0882303,0.0588202,0.13234500000000002
2020-08-16,5360239,161961,72127339,44155.0,51416.1,1070.71,889395.0,0.061576599999999995,0.05781030000000001,3.58621,2.3908099999999997,5.37932,0.958398,140706.0,93803.8,211059.0,2344860.0,1563240.0,3517300.0,0.00706549,0.00471033,0.010598200000000002,29422200.0,19614800.0,44133300.0,0.08865419999999999,0.059102800000000004,0.132981
2020-08-17,5397650,162380,72861204,43596.0,50797.3,1068.43,878272.0,0.061465,0.05783769999999999,3.5430599999999997,2.3620400000000004,5.31459,0.966616,140000.0,93333.5,210000.0,2300480.0,1533650.0,3450710.0,0.00693174,0.00462116,0.0103976,29562200.0,19708100.0,44343300.0,0.0890761,0.0593841,0.133614
2020-08-18,5438142,163575,73583142,43848.0,48663.3,1050.14,865832.0,0.0596683,0.05620409999999999,3.6003,2.4002,5.40045,0.9729770000000001,139857.0,93237.9,209785.0,2260350.0,1506900.0,3390530.0,0.00681085,0.00454056,0.0102163,29702000.0,19801400.0,44553100.0,0.08949750000000001,0.059664999999999996,0.134246
