date,fips,county,state,total_cases,daily_positive_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-01-22,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-26,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,1.01009,0.6733939999999999,1.51514,1.01009,0.6733939999999999,1.51514,1.43446e-05,9.56309e-06,2.1516999999999997e-05,1.01009,0.6733939999999999,1.51514,1.43446e-05,9.56309e-06,2.1516999999999997e-05
2020-03-17,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,1.52559,1.01706,2.28839,2.5356799999999997,1.6904599999999999,3.8035300000000003,3.601e-05,2.4006700000000002e-05,5.4015100000000004e-05,2.5356799999999997,1.6904599999999999,3.8035300000000003,3.601e-05,2.4006700000000002e-05,5.4015100000000004e-05
2020-03-18,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,2.0676099999999997,1.3784100000000001,3.10142,4.6033,3.06887,6.90495,6.53729e-05,4.35819e-05,9.80594e-05,4.6033,3.06887,6.90495,6.53729e-05,4.35819e-05,9.80594e-05
2020-03-19,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,3.10584,2.07056,4.65876,7.70913,5.139419999999999,11.5637,0.00010948,7.29866e-05,0.00016422,7.70913,5.139419999999999,11.5637,0.00010948,7.29866e-05,0.00016422
2020-03-20,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,3.7421699999999998,2.49478,5.61325,11.4513,7.6342,17.177,0.000162624,0.000108416,0.000243935,11.4513,7.6342,17.177,0.000162624,0.000108416,0.000243935
2020-03-21,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,4.361190000000001,2.90746,6.54178,15.8125,10.5417,23.7187,0.000224558,0.000149705,0.000336837,15.8125,10.5417,23.7187,0.000224558,0.000149705,0.000336837
2020-03-22,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,4.65489,3.1032599999999997,6.98234,20.4674,13.6449,30.7011,0.000290664,0.000193776,0.00043599599999999996,20.4674,13.6449,30.7011,0.000290664,0.000193776,0.00043599599999999996
2020-03-23,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,5.59561,3.73041,8.393419999999999,26.063000000000002,17.3753,39.0945,0.000370129,0.000246752,0.000555193,26.063000000000002,17.3753,39.0945,0.000370129,0.000246752,0.000555193
2020-03-24,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,6.55957,4.3730400000000005,9.839360000000001,32.6226,21.7484,48.9338,0.00046328300000000004,0.000308855,0.000694925,32.6226,21.7484,48.9338,0.00046328300000000004,0.000308855,0.000694925
2020-03-25,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,7.376180000000001,4.91745,11.0643,39.9987,26.6658,59.9981,0.000568035,0.00037869,0.000852052,39.9987,26.6658,59.9981,0.000568035,0.00037869,0.000852052
2020-03-26,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,7.61269,5.075130000000001,11.4191,47.6114,31.7409,71.4172,0.000676145,0.000450763,0.00101422,47.6114,31.7409,71.4172,0.000676145,0.000450763,0.00101422
2020-03-27,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,8.157739999999999,5.43849,12.2366,55.7692,37.1794,83.6538,0.0007919960000000001,0.000527997,0.00118799,55.7692,37.1794,83.6538,0.0007919960000000001,0.000527997,0.00118799
2020-03-28,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,8.70653,5.80435,13.0598,64.4757,42.9838,96.7136,0.00091564,0.000610426,0.00137346,64.4757,42.9838,96.7136,0.00091564,0.000610426,0.00137346
2020-03-29,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,9.62936,6.419569999999999,14.444,74.1051,49.4034,111.15799999999999,0.00105239,0.000701593,0.00157859,74.1051,49.4034,111.15799999999999,0.00105239,0.000701593,0.00157859
2020-03-30,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,10.5385,7.025639999999999,15.8077,84.6435,56.428999999999995,126.965,0.00120205,0.0008013660000000001,0.00180308,84.6435,56.428999999999995,126.965,0.00120205,0.0008013660000000001,0.00180308
2020-03-31,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,11.9487,7.96576,17.923,95.5821,63.7214,143.373,0.00135739,0.0009049269999999999,0.00203609,96.5922,64.3948,144.888,0.00137174,0.000914491,0.00205761
2020-04-01,24001,Allegany,MD,0,0.0,0.0,0.0,0.0,14.3168,9.5445,21.4752,108.37299999999999,72.2488,162.56,0.00153904,0.00102603,0.00230857,110.90899999999999,73.9393,166.364,0.00157505,0.00105004,0.00236258
2020-04-02,24001,Allegany,MD,1,0.14285699999999998,7.070639999999999,4.71376,10.606,16.4396,10.9597,24.6595,122.745,81.8302,184.118,0.00174314,0.0011621,0.00261472,127.34899999999999,84.899,191.023,0.00180852,0.00120568,0.00271278
2020-04-03,24001,Allegany,MD,2,0.28571399999999997,7.14382,4.76255,10.7157,17.7641,11.8427,26.6461,137.403,91.6023,206.105,0.00195131,0.00130087,0.00292697,145.113,96.7417,217.669,0.00206079,0.00137386,0.00309119
2020-04-04,24001,Allegany,MD,3,0.428571,7.35387,4.90258,11.0308,22.3812,14.9208,33.5718,156.043,104.02799999999999,234.06400000000002,0.00221601,0.00147734,0.00332402,167.49400000000003,111.663,251.24099999999999,0.00237863,0.00158576,0.00356795
2020-04-05,24001,Allegany,MD,6,0.857143,7.2572600000000005,4.83817,10.8859,26.9678,17.9786,40.4518,178.649,119.09899999999999,267.974,0.00253705,0.00169137,0.00380558,194.46200000000002,129.641,291.693,0.00276161,0.00184107,0.00414242
2020-04-06,24001,Allegany,MD,6,0.857143,7.335389999999999,4.89026,11.0031,33.9493,22.6329,50.924,207.94400000000002,138.629,311.916,0.00295307,0.00196872,0.00442961,228.41099999999997,152.274,342.61699999999996,0.00324374,0.00216249,0.00486561
2020-04-07,24001,Allegany,MD,7,1.0,7.456289999999999,4.97086,11.1844,41.1485,27.4323,61.7229,243.497,162.33100000000002,365.245,0.00345797,0.00230531,0.00518696,269.559,179.706,404.34,0.0038281,0.00255207,0.00574215
2020-04-08,24001,Allegany,MD,6,0.857143,7.4866399999999995,4.99109,11.23,48.7526,32.5017,73.1288,285.689,190.46,428.535,0.00405717,0.00270478,0.00608575,318.312,212.208,477.468,0.00452045,0.00301363,0.00678068
2020-04-09,24001,Allegany,MD,8,1.0,7.59512,5.06341,11.3927,57.8868,38.5912,86.8302,336.2,224.13299999999998,504.3,0.00477448,0.00318299,0.00716173,376.199,250.799,564.299,0.00534252,0.00356168,0.00801378
2020-04-10,24001,Allegany,MD,10,1.14286,7.6902,5.1268,11.5353,67.764,45.176,101.646,396.351,264.23400000000004,594.5269999999999,0.00562871,0.00375247,0.00844307,443.963,295.975,665.945,0.00630486,0.00420324,0.00945729
2020-04-11,24001,Allegany,MD,11,1.14286,7.75944,5.17296,11.6392,70.5668,47.0445,105.85,458.76099999999997,305.84,688.1410000000001,0.006515000000000001,0.00434334,0.00977251,514.53,343.02,771.795,0.007306999999999999,0.00487133,0.0109605
2020-04-12,24001,Allegany,MD,13,1.0,7.876110000000001,5.25074,11.8142,73.0825,48.7217,109.624,523.137,348.75800000000004,784.705,0.00742923,0.00495282,0.011143799999999999,587.612,391.741,881.419,0.00834487,0.00556324,0.012517299999999999
2020-04-13,24001,Allegany,MD,15,1.2857100000000001,7.85774,5.2384900000000005,11.7866,70.243,46.8287,105.365,583.75,389.167,875.6260000000001,0.00829002,0.00552668,0.012435,657.855,438.57,986.783,0.00934241,0.00622827,0.0140136
2020-04-14,24001,Allegany,MD,17,1.4285700000000001,7.90848,5.27232,11.8627,64.7296,43.1531,97.0944,637.941,425.29400000000004,956.9119999999999,0.00905961,0.00603974,0.0135894,722.585,481.723,1083.88,0.0102617,0.0068411,0.015392500000000002
2020-04-15,24001,Allegany,MD,17,1.5714299999999999,8.1944,5.46293,12.2916,55.9239,37.2826,83.8859,681.916,454.611,1022.88,0.00968411,0.00645608,0.0145262,778.5089999999999,519.006,1167.76,0.0110558,0.00737057,0.0165838
2020-04-16,24001,Allegany,MD,20,1.71429,8.142660000000001,5.42844,12.214,45.2137,30.1425,67.8207,712.813,475.209,1069.22,0.0101229,0.00674859,0.0151843,823.722,549.148,1235.58,0.0116979,0.00779863,0.0175469
2020-04-17,24001,Allegany,MD,26,2.28571,8.1638,5.4425300000000005,12.2457,34.3533,22.9022,51.5301,730.727,487.151,1096.09,0.010377299999999999,0.00691819,0.015565899999999999,858.076,572.05,1287.11,0.012185799999999998,0.00812387,0.018278700000000002
2020-04-18,24001,Allegany,MD,33,3.1428599999999998,8.096039999999999,5.39736,12.1441,27.3916,18.2611,41.0875,740.355,493.57,1110.53,0.010514,0.00700934,0.015771,885.467,590.312,1328.2,0.012574799999999999,0.0083832,0.018862200000000003
2020-04-19,24001,Allegany,MD,33,2.8571400000000002,7.957660000000001,5.30511,11.9365,20.3624,13.5749,30.5436,738.336,492.224,1107.5,0.0104853,0.00699023,0.015728,905.83,603.887,1358.75,0.012863999999999999,0.00857598,0.019296
2020-04-20,24001,Allegany,MD,32,2.42857,7.97748,5.31832,11.9662,17.9055,11.937000000000001,26.8583,729.2739999999999,486.18199999999996,1093.91,0.0103566,0.00690443,0.015535,923.735,615.8240000000001,1385.6,0.0131183,0.00874551,0.0196774
2020-04-21,24001,Allegany,MD,56,5.57143,7.82883,5.21922,11.7432,17.1128,11.4085,25.6692,712.437,474.958,1068.66,0.0101175,0.00674503,0.0151763,940.8480000000001,627.232,1411.27,0.0133613,0.00890752,0.0200419
2020-04-22,24001,Allegany,MD,58,5.85714,7.6801,5.12007,11.5202,17.914,11.9426,26.871,689.203,459.468,1033.8,0.00978758,0.00652506,0.014681399999999999,958.762,639.175,1438.14,0.013615700000000001,0.00907712,0.0204235
2020-04-23,24001,Allegany,MD,77,8.14286,7.71585,5.1439,11.5738,19.2505,12.8336,28.8758,659.7,439.8,989.551,0.00936862,0.00624574,0.0140529,978.012,652.008,1467.02,0.0138891,0.00925938,0.020833599999999997
2020-04-24,24001,Allegany,MD,90,9.14286,7.55285,5.03523,11.3293,20.111,13.4073,30.1666,621.925,414.616,932.888,0.00883215,0.0058881,0.0132482,998.123,665.416,1497.19,0.014174700000000002,0.00944978,0.021262
2020-04-25,24001,Allegany,MD,105,10.2857,7.64876,5.09917,11.4731,20.5238,13.6825,30.7857,574.684,383.12300000000005,862.0269999999999,0.00816128,0.00544085,0.0122419,1018.65,679.0980000000001,1527.97,0.0144661,0.00964409,0.021699200000000002
2020-04-26,24001,Allegany,MD,113,11.4286,7.58413,5.05609,11.3762,21.1571,14.1047,31.7356,525.275,350.18300000000005,787.913,0.00745959,0.00497306,0.011189399999999999,1039.8,693.203,1559.71,0.0147666,0.00984439,0.022149900000000004
2020-04-27,24001,Allegany,MD,114,11.7143,7.55612,5.0374099999999995,11.3342,18.3616,12.2411,27.5425,470.55400000000003,313.703,705.831,0.00668248,0.00445499,0.010023700000000002,1058.17,705.444,1587.25,0.0150274,0.0100182,0.022541
2020-04-28,24001,Allegany,MD,115,8.42857,7.502739999999999,5.00183,11.2541,15.7892,10.5262,23.6839,416.1,277.4,624.151,0.00590917,0.00393945,0.00886376,1073.96,715.97,1610.93,0.015251599999999999,0.0101677,0.0228774
2020-04-29,24001,Allegany,MD,116,8.28571,7.55437,5.03625,11.3316,14.4891,9.6594,21.7337,365.85900000000004,243.90599999999998,548.79,0.00519569,0.00346379,0.00779354,1088.44,725.63,1632.67,0.015457299999999998,0.010304899999999999,0.023186000000000002
2020-04-30,24001,Allegany,MD,118,5.85714,7.33333,4.88889,11.0,13.2786,8.85237,19.9178,323.214,215.476,484.82199999999995,0.00459007,0.00306005,0.00688511,1101.72,734.482,1652.59,0.0156459,0.0104306,0.0234689
2020-05-01,24001,Allegany,MD,118,4.0,7.61517,5.07678,11.4228,12.821,8.547360000000001,19.2315,290.822,193.88099999999997,436.233,0.00413005,0.00275337,0.00619508,1114.54,743.029,1671.82,0.015828000000000002,0.010551999999999999,0.023742
2020-05-02,24001,Allegany,MD,121,2.28571,7.4519,4.96793,11.1778,12.5976,8.39838,18.8964,269.066,179.377,403.599,0.00382109,0.00254739,0.00573164,1127.14,751.428,1690.71,0.016006899999999998,0.0106713,0.0240104
2020-05-03,24001,Allegany,MD,124,1.5714299999999999,7.4485399999999995,4.9657,11.1728,12.1478,8.098510000000001,18.2216,253.822,169.215,380.733,0.00360461,0.00240307,0.00540691,1139.29,759.5260000000001,1708.94,0.016179399999999997,0.0107863,0.0242691
2020-05-04,24001,Allegany,MD,126,1.71429,7.28693,4.85795,10.9304,13.190999999999999,8.79401,19.7865,246.65,164.43400000000003,369.976,0.00350276,0.00233517,0.00525415,1152.48,768.32,1728.72,0.0163667,0.010911200000000001,0.0245501
2020-05-05,24001,Allegany,MD,129,2.0,7.25265,4.8351,10.879000000000001,14.2368,9.49123,21.3553,242.982,161.988,364.473,0.00345066,0.00230044,0.005176,1166.72,777.811,1750.08,0.0165689,0.0110459,0.0248534
2020-05-06,24001,Allegany,MD,129,1.8571400000000002,7.20937,4.80625,10.8141,13.2515,8.83432,19.8772,239.12099999999998,159.414,358.681,0.00339583,0.00226388,0.00509374,1179.97,786.6460000000001,1769.95,0.0167571,0.0111714,0.0251357
2020-05-07,24001,Allegany,MD,143,3.5714300000000003,7.211189999999999,4.80746,10.8168,12.5129,8.34192,18.7693,233.71900000000002,155.813,350.579,0.00331912,0.00221275,0.00497869,1192.48,794.988,1788.72,0.0169348,0.0112899,0.025402200000000003
2020-05-08,24001,Allegany,MD,143,3.5714300000000003,6.97518,4.650119999999999,10.4628,11.6903,7.7935,17.5354,226.15900000000002,150.773,339.23900000000003,0.00321176,0.00214117,0.00481764,1204.17,802.7810000000001,1806.26,0.0171008,0.0114006,0.0256513
2020-05-09,24001,Allegany,MD,144,3.28571,6.89082,4.59388,10.3362,10.4952,6.99682,15.7429,216.543,144.362,324.815,0.0030751999999999997,0.00205013,0.00461281,1214.67,809.778,1822.0,0.017249900000000002,0.011499899999999999,0.0258748
2020-05-10,24001,Allegany,MD,146,3.1428599999999998,6.70103,4.46736,10.0516,9.546510000000001,6.36434,14.3198,205.56599999999997,137.04399999999998,308.349,0.00291931,0.00194621,0.00437897,1224.21,816.1419999999999,1836.32,0.017385400000000002,0.0115903,0.0260782
2020-05-11,24001,Allegany,MD,146,2.8571400000000002,6.48048,4.32032,9.72072,8.83099,5.88733,13.2465,193.24,128.827,289.86,0.00274426,0.00182951,0.004116399999999999,1233.04,822.03,1849.57,0.0175109,0.0116739,0.0262663
2020-05-12,24001,Allegany,MD,148,2.71429,6.40856,4.27237,9.61284,7.69959,5.13307,11.5494,182.578,121.719,273.867,0.00259285,0.00172857,0.00388927,1240.74,827.163,1861.12,0.0176202,0.011746799999999998,0.0264303
2020-05-13,24001,Allegany,MD,149,2.8571400000000002,6.23768,4.15845,9.35651,7.638510000000001,5.09235,11.4578,174.42700000000002,116.285,261.64099999999996,0.0024771,0.0016514,0.00371565,1248.38,832.255,1872.58,0.0177287,0.0118191,0.026593000000000002
2020-05-14,24001,Allegany,MD,150,1.0,6.18616,4.1241,9.27923,7.35526,4.90351,11.0329,167.294,111.529,250.94,0.00237579,0.00158386,0.00356368,1255.74,837.159,1883.61,0.017833099999999998,0.0118888,0.0267497
2020-05-15,24001,Allegany,MD,151,1.14286,6.0415,4.02767,9.06226,6.37498,4.24999,9.56247,160.39,106.927,240.585,0.00227775,0.0015185,0.00341662,1262.11,841.409,1893.17,0.0179237,0.0119491,0.026885500000000003
2020-05-16,24001,Allegany,MD,160,2.28571,5.92391,3.94927,8.885860000000001,5.78955,3.8597,8.684330000000001,153.358,102.23899999999999,230.03799999999998,0.00217789,0.00145193,0.00326684,1267.9,845.268,1901.85,0.018005900000000002,0.0120039,0.027008799999999996
2020-05-17,24001,Allegany,MD,161,2.1428599999999998,5.87374,3.91583,8.81061,5.11626,3.4108400000000003,7.67439,145.877,97.2514,218.81599999999997,0.00207165,0.0013811,0.00310747,1273.02,848.679,1909.53,0.0180785,0.0120524,0.0271178
2020-05-18,24001,Allegany,MD,164,2.57143,5.95504,3.9700300000000004,8.93256,4.28251,2.85501,6.423769999999999,138.012,92.0079,207.018,0.00195995,0.00130663,0.00293993,1277.3,851.534,1915.95,0.0181394,0.0120929,0.0272091
2020-05-19,24001,Allegany,MD,166,2.57143,6.156280000000001,4.10418,9.23442,3.93364,2.62243,5.900469999999999,128.755,85.8363,193.132,0.00182848,0.00121899,0.00274273,1281.23,854.1569999999999,1921.85,0.018195199999999998,0.0121301,0.027292900000000002
2020-05-20,24001,Allegany,MD,166,2.42857,6.041919999999999,4.02795,9.06288,3.6740199999999996,2.4493400000000003,5.51103,118.19200000000001,78.7945,177.28799999999998,0.00167848,0.00111899,0.00251772,1284.91,856.6060000000001,1927.36,0.0182474,0.0121649,0.027371100000000002
2020-05-21,24001,Allegany,MD,166,2.28571,5.90141,3.9342699999999997,8.85211,3.42748,2.28499,5.14122,108.368,72.2451,162.55200000000002,0.00153896,0.00102598,0.00230845,1288.34,858.8910000000001,1932.51,0.0182961,0.012197399999999999,0.0274441
