pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,2021-04-01,86.0,-0.15,6.95,"Fairbanks, Pete",665862,664126,field_out,hit_into_play,,,,,5,Jazz Chisholm Jr.  flies out to center fielder Kevin Kiermaier.,R,L,R,MIA,TB,X,8,fly_ball,1,2,2021,0.23,-0.45,0.27,2.65,,,,0,8,Bot,93.46,77.93,,,572287,,,0.5333441616727715,-125.28174876275247,-3.0671006517684782,2.356288111980565,25.43073119088632,-36.46112353982321,3.32,1.51,312,90.1,41,86.3,2401,6.5,634652,664126,572287,660294,664040,650490,642715,622534,595281,668227,54.04,0.011000000000000001,0.016,0.0,1,0,0,3,54,4,Slider,0,1,0,1,1,0,0,1,Infield shift,Standard,48,-0.062,
FF,2021-04-01,96.8,-0.27,6.85,"Fairbanks, Pete",665862,664126,,ball,,,,,12,Jazz Chisholm Jr.  flies out to center fielder Kevin Kiermaier.,R,L,R,MIA,TB,B,,,0,2,2021,0.28,1.07,1.36,3.3,,,,0,8,Bot,,,,,572287,,,3.7147369002496378,-140.85845815040688,-6.4148031636079255,2.917639714216097,31.813236331888863,-16.622708633594357,3.89,1.83,,,,97.3,2403,6.6,634652,664126,572287,660294,664040,650490,642715,622534,595281,668227,53.92,,,,,,,,54,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,182,0.0,
SL,2021-04-01,85.0,-0.22,7.03,"Fairbanks, Pete",665862,664126,,foul,,,,,6,Jazz Chisholm Jr.  flies out to center fielder Kevin Kiermaier.,R,L,R,MIA,TB,S,,,0,1,2021,0.34,-0.39,0.48,2.41,,,,0,8,Bot,,,,,572287,,,0.9698024891642072,-123.83003418569255,-3.6839510235255437,3.2488967666763666,25.846675629421377,-35.673551149278616,3.32,1.51,25,97.4,-4,84.8,2353,6.2,634652,664126,572287,660294,664040,650490,642715,622534,595281,668227,54.33,,,,,,,,54,2,Slider,0,1,0,1,1,0,0,1,Infield shift,Standard,46,0.0,
SL,2021-04-01,84.8,-0.51,6.95,"Fairbanks, Pete",665862,664126,,called_strike,,,,,8,Jazz Chisholm Jr.  flies out to center fielder Kevin Kiermaier.,R,L,R,MIA,TB,S,,,0,0,2021,0.24,-0.32,-0.24,2.34,,,,0,8,Bot,,,,,572287,,,0.16277565826325424,-123.54208066792008,-3.813904266095124,2.3927502497241107,25.48531375232566,-34.86668786587209,3.77,1.86,,,,85.1,2385,6.5,634652,664126,572287,660294,664040,650490,642715,622534,595281,668227,54.01,,,,,,,,54,1,Slider,0,1,0,1,1,0,0,1,Infield shift,Standard,54,0.0,
SL,2021-04-01,89.9,-2.99,4.89,"García, Yimi",668227,554340,strikeout,swinging_strike,,,,,8,Randy Arozarena strikes out swinging.,R,R,R,MIA,TB,S,2,,2,2,2021,0.18,0.25,-0.22,1.84,,,,2,8,Top,,,,,595751,,,6.457877941806298,-130.73803192710986,-2.096573378035416,0.6713503700840914,28.400671516301607,-29.01443944156001,3.32,1.51,,,,89.4,2522,6.1,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.4,,,0.0,1,0,0,,53,5,Slider,0,1,1,0,1,0,1,0,Standard,Standard,144,0.012,
SL,2021-04-01,89.6,-3.2,4.92,"García, Yimi",668227,554340,,swinging_strike,,,,,6,Randy Arozarena strikes out swinging.,R,R,R,MIA,TB,S,,,2,1,2021,0.6,0.48,0.28,2.68,,,,2,8,Top,,,,,595751,,,7.290525649331016,-130.32472975404767,-0.5293509840275386,5.247772430975935,28.378378962256278,-26.866781755386096,3.32,1.51,,,,89.0,2541,6.0,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.47,,,,,,,,53,4,Slider,0,1,1,0,1,0,1,0,Standard,Standard,163,0.0,
CH,2021-04-01,88.0,-3.1,5.08,"García, Yimi",668227,554340,,ball,,,,,13,Randy Arozarena strikes out swinging.,R,R,R,MIA,TB,B,,,1,1,2021,-1.33,0.29,-0.3,0.92,,,,2,8,Top,,,,,595751,,,9.48661631754106,-127.70899999099005,-4.485442397631631,-16.590615900546588,28.415684244590906,-28.230587322837234,3.62,1.76,,,,87.2,1866,6.1,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.39,,,,,,,,53,3,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,244,0.0,
CH,2021-04-01,87.5,-3.04,5.14,"García, Yimi",668227,554340,,ball,,,,,14,Randy Arozarena strikes out swinging.,R,R,R,MIA,TB,B,,,0,1,2021,-1.58,0.2,0.72,1.1,,,,2,8,Top,,,,,595751,,,12.236721817121362,-126.82212204603849,-3.919592746850753,-19.637113840102238,27.477556116437718,-29.285544104121836,3.55,1.69,,,,86.7,2004,6.2,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.34,,,,,,,,53,2,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,245,0.0,
SL,2021-04-01,89.7,-3.18,4.91,"García, Yimi",668227,554340,,called_strike,,,,,9,Randy Arozarena strikes out swinging.,R,R,R,MIA,TB,S,,,0,0,2021,0.18,0.3,0.57,2.02,,,,2,8,Top,,,,,595751,,,8.817875574159645,-130.39516965873383,-1.7573863411836008,0.17313733422330982,28.358961740623823,-28.56829890570699,3.6,1.78,,,,89.0,2483,6.0,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.51,,,,,,,,53,1,Slider,0,1,1,0,1,0,1,0,Standard,Standard,168,0.0,
FF,2021-04-01,95.1,-2.91,4.93,"García, Yimi",640457,554340,home_run,hit_into_play,,,,,8,Austin Meadows homers (1) on a fly ball to right center field.,R,L,R,MIA,TB,X,,fly_ball,2,0,2021,-0.75,1.09,-0.12,1.88,,,,2,8,Top,173.22,36.06,,,595751,,,8.948890130065275,-138.1447984246943,-4.762870782050504,-11.649519159043535,30.75466915272896,-17.334412257560242,3.49,1.6,419,107.6,28,94.5,2504,6.1,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.44,0.9890000000000001,1.965,2.0,1,0,3,6,52,3,4-Seam Fastball,0,0,0,0,1,0,1,0,Infield shift,Standard,222,-0.295,
CU,2021-04-01,83.5,-3.19,5.1,"García, Yimi",640457,554340,,ball,,,,,13,Austin Meadows homers (1) on a fly ball to right center field.,R,L,R,MIA,TB,B,,,1,0,2021,0.59,0.14,-1.21,1.77,,,,2,8,Top,,,,,595751,,,3.3700210658347367,-121.60215225597099,-1.5498073939407284,5.249236741890766,22.63849304752344,-30.73368995532177,3.62,1.64,,,,83.1,2510,5.9,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.62,,,,,,,,52,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,108,0.0,
CU,2021-04-01,83.5,-3.17,5.04,"García, Yimi",640457,554340,,ball,,,,,11,Austin Meadows homers (1) on a fly ball to right center field.,R,L,R,MIA,TB,B,,,0,0,2021,1.0,0.01,-0.92,3.11,,,,2,8,Top,,,,,595751,,,3.2074136041785364,-121.63492256174557,1.9337064244799835,9.264696275318435,23.71989317337451,-32.6710022308783,3.64,1.78,,,,83.0,2698,5.9,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.59,,,,,,,,52,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,87,0.0,
CH,2021-04-01,87.1,-3.0,5.02,"García, Yimi",660294,554340,field_out,hit_into_play,,,,,4,Yoshi Tsutsugo flies out to center fielder Starling Marte.,R,L,R,MIA,TB,X,8,fly_ball,0,1,2021,-1.44,0.45,-0.28,2.24,,,,1,8,Top,129.52,40.87,,,595751,,,9.410257791095306,-126.54031968587981,-1.4275183328677548,-17.327287262248714,24.847073460832878,-27.201310968225517,3.41,1.56,391,98.6,34,86.7,1965,6.0,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.47,0.409,0.784,0.0,1,0,0,5,51,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,246,0.034,
FF,2021-04-01,94.8,-2.96,4.94,"García, Yimi",660294,554340,,called_strike,,,,,7,Yoshi Tsutsugo flies out to center fielder Starling Marte.,R,L,R,MIA,TB,S,,,0,0,2021,-0.69,1.38,-0.45,1.92,,,,1,8,Top,,,,,595751,,,8.050798328100411,-137.78920855379832,-5.276233152210733,-10.579093699762991,30.414446844486356,-13.618375601875346,3.62,1.71,,,,94.3,2592,6.1,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.43,,,,,,,,51,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,227,0.0,
FF,2021-04-01,94.9,-3.08,4.75,"García, Yimi",622534,554340,field_out,hit_into_play,,,,,9,Manuel Margot flies out to right fielder Adam Duvall.,R,R,R,MIA,TB,X,9,fly_ball,2,2,2021,-0.59,0.68,0.53,2.0,,,,0,8,Top,179.01,66.48,,,595751,,,10.681874503970263,-137.76999584716287,-3.029533670190029,-9.836918922697064,30.68033528147232,-22.981682478274173,3.32,1.51,353,96.9,30,94.4,2535,6.1,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.37,0.377,0.679,0.0,1,0,0,5,50,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218,0.046,
FF,2021-04-01,94.5,-3.06,4.92,"García, Yimi",622534,554340,,ball,,,,,1,Manuel Margot flies out to right fielder Adam Duvall.,R,R,R,MIA,TB,B,,,1,2,2021,-0.66,0.75,-0.72,3.55,,,,0,8,Top,,,,,595751,,,7.479122856185866,-137.4464928587719,0.4506061398216014,-9.992270646669539,30.7853276753013,-23.046268047842194,3.57,1.69,,,,93.8,2501,5.9,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.57,,,,,,,,50,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215,0.0,
SL,2021-04-01,89.4,-2.93,4.98,"García, Yimi",622534,554340,,ball,,,,,14,Manuel Margot flies out to right fielder Adam Duvall.,R,R,R,MIA,TB,B,,,0,2,2021,0.56,0.3,0.57,0.8,,,,0,8,Top,,,,,595751,,,7.419840677015605,-129.8769526795063,-4.8337010145629495,4.63370088842842,29.72155931628043,-27.95621159330585,3.69,1.74,,,,88.6,2387,6.1,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.41,,,,,,,,50,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,166,0.0,
FF,2021-04-01,96.1,-2.97,4.9,"García, Yimi",622534,554340,,foul,,,,,5,Manuel Margot flies out to right fielder Adam Duvall.,R,R,R,MIA,TB,S,,,0,1,2021,-0.46,0.9,0.17,2.83,,,,0,8,Top,,,,,595751,,,9.32184491352703,-139.68504180693168,-1.934914373858112,-8.105275314449802,29.945815913133327,-20.158035205110323,3.58,1.68,173,83.7,63,95.9,2507,6.1,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.4,,,,,,,,50,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,223,0.0,
CU,2021-04-01,83.5,-3.16,5.09,"García, Yimi",622534,554340,,foul,,,,,5,Manuel Margot flies out to right fielder Adam Duvall.,R,R,R,MIA,TB,S,,,0,0,2021,0.71,-0.07,0.14,2.48,,,,0,8,Top,,,,,595751,,,6.150012057780661,-121.48271941645287,0.5281231347291375,5.961424561906191,22.44309443677323,-33.210834247025645,3.58,1.68,136,71.7,14,83.0,2534,5.8,634652,554340,595751,542583,665862,605119,500743,572816,516782,594807,54.68,,,,,,,,50,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,74,0.0,
SI,2021-04-01,91.6,-3.65,3.8,"Thompson, Ryan",605119,657044,force_out,hit_into_play,,,,,5,"Brian Anderson grounds into a force out, second baseman Brandon Lowe to shortstop Willy Adames.   Jesus Aguilar out at 2nd.",R,R,R,MIA,TB,X,4,ground_ball,0,0,2021,-1.41,-0.62,-0.17,2.55,,,542583,2,7,Bot,127.71,158.03,,,572287,,,12.024683582912564,-132.59065244634178,4.361892691518039,-19.497606815659424,34.33681636987766,-40.91197324046915,3.49,1.6,5,99.8,-26,92.1,1961,7.4,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.12,0.14,0.126,0.0,1,0,0,2,49,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,276,-0.040999999999999995,
SL,2021-04-01,77.6,-3.68,3.65,"Thompson, Ryan",594807,657044,field_out,hit_into_play,,,,,6,Adam Duvall flies out to shortstop Willy Adames.,R,R,R,MIA,TB,X,6,fly_ball,3,2,2021,1.45,0.92,0.52,2.75,,,542583,1,7,Bot,77.04,144.18,,,572287,,,6.398168973051247,-112.68421272640673,3.5532402906071923,10.678923897162699,25.24626316005316,-25.548930805015374,3.41,1.56,184,91.0,60,77.7,2218,7.0,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.46,0.013999999999999999,0.013999999999999999,0.0,1,0,0,3,48,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,91,-0.048,
FF,2021-04-01,92.9,-3.43,4.06,"Thompson, Ryan",594807,657044,,ball,,,,,6,Adam Duvall flies out to shortstop Willy Adames.,R,R,R,MIA,TB,B,,,2,2,2021,-1.31,0.55,0.68,2.94,,,542583,1,7,Bot,,,,,572287,,,13.59177408130459,-134.47387587837937,1.9203629518967773,-19.14395164360937,33.46360567377059,-26.339435892734645,3.62,1.54,,,,93.5,2242,7.3,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.24,,,,,,,,48,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,265,0.0,
SL,2021-04-01,78.9,-3.58,3.68,"Thompson, Ryan",594807,657044,,ball,,,,,12,Adam Duvall flies out to shortstop Willy Adames.,R,R,R,MIA,TB,B,,,1,2,2021,1.43,1.12,2.08,2.93,,,542583,1,7,Bot,,,,,572287,,,9.692446293692273,-114.30410645587969,3.3594104189586185,10.046899127639357,26.812358280241302,-23.660992029483303,3.57,1.61,,,,78.4,2151,6.8,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.67,,,,,,,,48,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,79,0.0,
SL,2021-04-01,78.4,-3.6,3.72,"Thompson, Ryan",594807,657044,,called_strike,,,,,5,Adam Duvall flies out to shortstop Willy Adames.,R,R,R,MIA,TB,S,,,1,1,2021,1.46,1.08,0.25,2.55,,,542583,1,7,Bot,,,,,572287,,,5.674662544922088,-113.95224939466551,2.551045083841542,11.249716144048664,25.661937069425004,-23.794289795239813,3.5,1.59,,,,78.6,2215,7.0,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.46,,,,,,,,48,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,89,0.0,
SL,2021-04-01,76.4,-3.68,3.65,"Thompson, Ryan",594807,657044,,swinging_strike,,,,,6,Adam Duvall flies out to shortstop Willy Adames.,R,R,R,MIA,TB,S,,,1,0,2021,1.62,0.82,0.78,2.29,,,542583,1,7,Bot,,,,,572287,,,6.518906194335001,-110.9690521311092,2.882178204949643,11.794756796188505,23.633049293304325,-26.372586770444823,3.41,1.56,,,,76.5,2123,6.9,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.6,,,,,,,,48,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,89,0.0,
SI,2021-04-01,91.5,-3.59,3.67,"Thompson, Ryan",594807,657044,,ball,,,,,13,Adam Duvall flies out to shortstop Willy Adames.,R,R,R,MIA,TB,B,,,0,0,2021,-1.33,-0.66,-0.67,1.4,,,542583,1,7,Bot,,,,,572287,,,10.391224390374596,-132.66796039228728,1.7417224647127254,-18.10988129934065,32.1655950257118,-40.631115695219606,3.52,1.59,,,,92.1,2005,7.1,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.35,,,,,,,,48,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,276,0.0,
SI,2021-04-01,92.6,-3.67,3.78,"Thompson, Ryan",542583,657044,single,hit_into_play,,,,,5,Jesus Aguilar singles on a sharp ground ball to right fielder Randy Arozarena.,R,R,R,MIA,TB,X,9,ground_ball,0,1,2021,-1.34,-0.81,-0.13,2.53,,,,1,7,Bot,158.14,124.88,,,572287,,,12.129541632316759,-134.0492396570005,4.628126697313406,-18.971088257116566,32.35790352986205,-43.38863535592486,3.49,1.6,11,107.0,-11,93.3,2019,7.3,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.23,0.34299999999999997,0.316,0.9,1,1,0,2,47,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,272,0.040999999999999995,
SI,2021-04-01,90.7,-3.68,3.75,"Thompson, Ryan",542583,657044,,called_strike,,,,,5,Jesus Aguilar singles on a sharp ground ball to right fielder Randy Arozarena.,R,R,R,MIA,TB,S,,,0,0,2021,-1.35,-0.21,-0.2,3.04,,,,1,7,Bot,,,,,572287,,,11.741052420610075,-131.4080209168142,4.777350435730511,-18.24738506448444,30.047548577493878,-35.984592458549244,3.84,1.78,,,,91.4,1997,7.1,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.38,,,,,,,,47,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,276,0.0,
SL,2021-04-01,78.6,-3.43,3.89,"Thompson, Ryan",516782,657044,strikeout,swinging_strike,,,,,14,Starling Marte strikes out swinging.,R,R,R,MIA,TB,S,2,,0,2,2021,1.76,0.26,2.48,1.56,,,,0,7,Bot,,,,,572287,,,9.604930095548463,-113.98079083132721,1.4998682080696069,13.031360032181304,25.092699433107608,-30.525044782355515,3.41,1.56,,,,78.6,2433,6.9,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.58,,,0.0,1,0,0,,46,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,79,-0.038,
SL,2021-04-01,77.7,-3.75,3.8,"Thompson, Ryan",516782,657044,,swinging_strike,,,,,12,Starling Marte strikes out swinging.,R,R,R,MIA,TB,S,,,0,1,2021,1.29,1.09,1.03,2.51,,,,0,7,Bot,,,,,572287,,,7.949491094629956,-112.83206550624377,2.287704610176453,9.295343365843678,23.05175619066145,-23.64890495189582,3.41,1.56,,,,78.1,2312,7.0,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.53,,,,,,,,46,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,80,0.0,
SI,2021-04-01,90.6,-3.68,3.83,"Thompson, Ryan",516782,657044,,called_strike,,,,,7,Starling Marte strikes out swinging.,R,R,R,MIA,TB,S,,,0,0,2021,-1.44,-0.46,-0.68,1.97,,,,0,7,Bot,,,,,572287,,,10.775079754424686,-131.41587165797492,2.4427777956979684,-19.092903934175183,30.176803778410633,-38.352565923916785,3.41,1.59,,,,91.7,2013,7.3,634652,657044,572287,660294,664040,650490,642715,640457,595281,668227,53.16,,,,,,,,46,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,274,0.0,
SI,2021-04-01,94.0,-3.14,6.08,"Floro, Dylan",572287,571670,strikeout,called_strike,,,,,6,Mike Zunino called out on strikes.,R,R,R,MIA,TB,S,2,,1,2,2021,-1.53,0.8,0.59,2.86,,,,2,7,Top,,,,,595751,,,13.031746719407876,-136.2533406784495,-4.4010223575988165,-21.845715536977366,28.73579765085377,-21.349102115760036,3.77,1.66,,,,94.0,2228,6.4,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.06,,,0.0,1,0,0,,45,4,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,227,0.019,
SI,2021-04-01,93.8,-3.23,6.08,"Floro, Dylan",572287,571670,,ball,,,,,14,Mike Zunino called out on strikes.,R,R,R,MIA,TB,B,,,0,2,2021,-1.48,0.7,1.11,2.38,,,,2,7,Top,,,,,595751,,,14.431920194471841,-135.80373935423393,-5.319495173902492,-21.420815890065345,29.33411321676697,-22.47193444973416,3.79,1.61,,,,93.5,2173,6.4,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.14,,,,,,,,45,3,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,226,0.0,
SL,2021-04-01,86.5,-3.37,5.96,"Floro, Dylan",572287,571670,,foul,,,,,6,Mike Zunino called out on strikes.,R,R,R,MIA,TB,S,,,0,1,2021,-0.12,0.67,0.81,2.7,,,,2,7,Top,,,,,595751,,,10.118138188861119,-125.62277346829632,-2.921797512487481,-3.2342856081534164,24.264599956079234,-24.6341769107558,3.47,1.59,187,88.9,61,86.0,1954,6.0,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.53,,,,,,,,45,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,215,0.0,
SL,2021-04-01,87.1,-3.49,6.04,"Floro, Dylan",572287,571670,,called_strike,,,,,6,Mike Zunino called out on strikes.,R,R,R,MIA,TB,S,,,0,0,2021,-0.26,0.55,0.65,2.55,,,,2,7,Top,,,,,595751,,,10.39986668402316,-126.40074227814868,-3.2945000651637013,-4.851795603569472,25.66656522488591,-25.73987531073959,3.77,1.74,,,,86.6,1973,6.1,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.41,,,,,,,,45,1,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,221,0.0,
SI,2021-04-01,94.2,-3.14,6.07,"Floro, Dylan",642715,571670,strikeout,called_strike,,,,,9,Willy Adames called out on strikes.,R,R,R,MIA,TB,S,2,,0,2,2021,-1.49,0.78,0.28,2.39,,,,1,7,Top,,,,,595751,,,12.203040842306073,-136.5376566661394,-5.588121311752908,-21.293766228300512,28.80529878964673,-21.300495715536517,3.99,2.0,,,,94.5,2201,6.6,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,53.92,,,0.0,1,0,0,,44,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,224,0.027999999999999997,
SI,2021-04-01,92.4,-3.22,6.22,"Floro, Dylan",642715,571670,,foul,,,,,1,Willy Adames called out on strikes.,R,R,R,MIA,TB,S,,,0,1,2021,-1.58,0.94,-0.31,3.03,,,,1,7,Top,,,,,595751,,,10.846115257843524,-134.05924810568112,-4.330229360494831,-21.350593851447528,29.002961462231788,-20.05500142829336,3.37,1.53,309,90.7,33,92.3,2169,6.4,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.11,,,,,,,,44,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,219,0.0,
SL,2021-04-01,87.2,-3.49,6.05,"Floro, Dylan",642715,571670,,foul,,,,,6,Willy Adames called out on strikes.,R,R,R,MIA,TB,S,,,0,0,2021,-0.08,0.56,0.54,2.66,,,,1,7,Top,,,,,595751,,,9.687809983377733,-126.67253888534464,-3.102970185957223,-2.7950919421972347,25.21911459212986,-25.677877368021665,3.37,1.53,255,86.8,51,85.9,2028,5.5,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.99,,,,,,,,44,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,219,0.0,
CH,2021-04-01,85.1,-3.39,5.99,"Floro, Dylan",595281,571670,field_out,hit_into_play,,,,,8,"Kevin Kiermaier grounds out softly, pitcher Dylan Floro to first baseman Jesus Aguilar.",R,L,R,MIA,TB,X,1,ground_ball,2,2,2021,-1.55,0.52,0.13,1.82,,,,0,7,Top,132.94,186.95,,,595751,,,11.245576134776824,-123.4308512867517,-4.45407740737388,-18.044241771438745,24.58215813033386,-26.129091995669217,3.41,1.56,1,55.1,-64,84.3,1959,6.0,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.54,0.2,0.18,0.0,1,0,0,1,43,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,251,0.039,
CH,2021-04-01,85.7,-3.64,5.99,"Floro, Dylan",595281,571670,,ball,,,,,13,"Kevin Kiermaier grounds out softly, pitcher Dylan Floro to first baseman Jesus Aguilar.",R,L,R,MIA,TB,B,,,1,2,2021,-1.62,0.57,-1.39,2.41,,,,0,7,Top,,,,,595751,,,8.566751122194107,-124.5478619200627,-3.3215170578840185,-18.576830685243557,25.114763392484203,-25.773004567865527,3.67,1.64,,,,85.5,1934,6.3,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.24,,,,,,,,43,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,245,0.0,
FF,2021-04-01,92.0,-3.51,6.01,"Floro, Dylan",595281,571670,,foul,,,,,1,"Kevin Kiermaier grounds out softly, pitcher Dylan Floro to first baseman Jesus Aguilar.",R,L,R,MIA,TB,S,,,1,1,2021,-0.89,1.38,-0.61,3.33,,,,0,7,Top,,,,,595751,,,9.20969731254593,-133.6353242025274,-3.918266990997605,-12.651026290111675,28.758040226211733,-15.021543966373926,3.41,1.56,241,78.4,46,91.5,2313,6.1,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.42,,,,,,,,43,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,223,0.0,
CH,2021-04-01,84.9,-3.43,6.01,"Floro, Dylan",595281,571670,,called_strike,,,,,13,"Kevin Kiermaier grounds out softly, pitcher Dylan Floro to first baseman Jesus Aguilar.",R,L,R,MIA,TB,S,,,1,0,2021,-1.35,0.26,-0.28,1.26,,,,0,7,Top,,,,,595751,,,10.010177245618284,-123.227182508812,-5.251338108867572,-15.732330338970485,24.34958222711864,-28.615875037233323,3.6,1.66,,,,84.3,1953,6.0,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.48,,,,,,,,43,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,244,0.0,
SL,2021-04-01,87.4,-3.27,6.1,"Floro, Dylan",595281,571670,,ball,,,,,13,"Kevin Kiermaier grounds out softly, pitcher Dylan Floro to first baseman Jesus Aguilar.",R,L,R,MIA,TB,B,,,0,0,2021,0.13,0.69,-1.04,2.63,,,,0,7,Top,,,,,595751,,,5.106752215346903,-127.19109941483637,-3.6469541506436434,0.4015670586217679,25.09685785712821,-24.141160138068194,3.67,1.78,,,,87.2,2019,6.1,634652,571670,595751,542583,665862,605119,500743,572816,516782,594807,54.4,,,,,,,,43,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,220,0.0,
FF,2021-04-01,99.6,-1.55,5.98,"Glasnow, Tyler",572816,607192,field_out,hit_into_play,,,,,14,"Corey Dickerson grounds out, second baseman Brandon Lowe to first baseman Yoshi Tsutsugo.",R,L,R,MIA,TB,X,4,ground_ball,0,2,2021,0.17,1.29,0.91,1.89,,,,2,6,Bot,133.01,164.28,,,572287,,,6.510097748245543,-144.74066319189018,-9.012949932993973,0.7873096989883513,35.12121969879233,-12.098744317290196,3.41,1.56,36,75.7,0,101.7,2436,7.6,634652,607192,572287,660294,664040,650490,642715,640457,595281,668227,52.93,0.146,0.131,0.0,1,0,0,2,42,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,185,-0.017,
