pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2021-04-01,90.4,3.05,5.76,"Bumgarner, Madison",502054,518516,,ball,,,,,12,Tommy Pham hit by pitch.    Victor Caratini to 2nd.,R,R,L,SD,ARI,B,,,0,1,2021,0.19,1.49,0.03,4.23,595777,,605170,2,2,Bot,,,,,519390,,,-7.941578007554259,-131.3955086228619,-1.02310740622799,3.931838459859698,28.2680914439652,-14.919474881615855,3.5,1.71,,,,90.7,2486,6.5,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.96,,,,,,,,20,2,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,157,0.0,
FC,2021-04-01,84.0,3.24,5.76,"Bumgarner, Madison",502054,518516,,called_strike,,,,,12,Tommy Pham hit by pitch.    Victor Caratini to 2nd.,R,R,L,SD,ARI,S,,,0,0,2021,-0.53,0.39,1.08,3.06,595777,,605170,2,2,Bot,,,,,519390,,,-3.946099801559685,-122.41336584728629,-0.6760488474615407,-4.6588444185968365,22.89787162972085,-28.31979610984616,3.5,1.78,,,,84.5,2591,6.4,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,54.08,,,,,,,,20,1,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,214,0.0,
CU,2021-04-01,74.1,3.13,5.88,"Bumgarner, Madison",506433,518516,strikeout,swinging_strike,,,,,9,Yu Darvish strikes out swinging.,R,R,L,SD,ARI,S,2,,0,2,2021,-1.02,-0.5,0.81,1.83,595777,,605170,1,2,Bot,,,,,519390,,,-2.9451127690816885,-107.92545583143671,-0.13100268192588382,-7.462187838312591,19.367138626721058,-36.24256904171354,3.58,1.68,,,,74.0,2444,6.2,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,54.27,,,0.0,1,0,0,,19,3,Curveball,2,1,2,1,1,2,2,1,Standard,Strategic,295,-0.057,
CU,2021-04-01,74.0,3.11,5.84,"Bumgarner, Madison",506433,518516,,swinging_strike_blocked,,,,,13,Yu Darvish strikes out swinging.,R,R,L,SD,ARI,S,,,0,1,2021,-0.82,-0.51,-1.18,0.6,595777,,605170,1,2,Bot,,,,,519390,,,-7.3117696451392815,-107.47763620210752,-2.41024532497329,-4.803883206930597,21.486046108389072,-35.868248321004444,3.58,1.68,,,,73.5,2380,6.3,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,54.16,,,,,,,,19,2,Curveball,2,1,2,1,1,2,2,1,Strategic,Standard,297,0.0,
FC,2021-04-01,82.5,3.3,5.81,"Bumgarner, Madison",506433,518516,,called_strike,,,,,5,Yu Darvish strikes out swinging.,R,R,L,SD,ARI,S,,,0,0,2021,-0.06,0.61,0.09,2.82,595777,,605170,1,2,Bot,,,,,519390,,,-7.178556923508685,-120.01260208280632,-1.4936525583493367,0.7607419302192941,22.15838782159647,-26.20316520867071,3.5,1.73,,,,82.7,2523,6.3,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,54.17,,,,,,,,19,1,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,200,0.0,
FC,2021-04-01,85.0,3.12,5.67,"Bumgarner, Madison",605170,518516,single,hit_into_play,,,,,2,Victor Caratini singles on a fly ball to center fielder Ketel Marte.   Wil Myers scores.    Jake Cronenworth scores.    Jurickson Profar to 3rd.,R,R,L,SD,ARI,X,8,fly_ball,0,2,2021,-0.67,0.48,-0.07,2.96,571976,630105,595777,1,2,Bot,142.73,96.38,,,519390,,,-6.168290514366052,-123.78877399572254,-1.0120261653670664,-5.648942869121798,24.15573676747336,-27.281990349110217,3.41,1.56,239,73.6,26,85.6,2561,6.6,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.91,0.706,0.655,0.9,1,1,0,4,18,3,Cutter,0,1,0,1,1,2,2,1,Standard,Standard,220,0.168,
FC,2021-04-01,85.8,3.05,5.72,"Bumgarner, Madison",605170,518516,,swinging_strike,,,,,13,Victor Caratini singles on a fly ball to center fielder Ketel Marte.   Wil Myers scores.    Jake Cronenworth scores.    Jurickson Profar to 3rd.,R,R,L,SD,ARI,S,,,0,1,2021,-0.35,0.33,-1.05,2.21,571976,630105,595777,1,2,Bot,,,,,519390,,,-9.030112171173716,-124.66056829142515,-2.713285381308893,-1.881282367849428,24.173393816327337,-28.354734035766487,3.41,1.56,,,,86.2,857,6.6,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.93,,,,,,,,18,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,291,0.0,
FF,2021-04-01,91.5,3.06,5.69,"Bumgarner, Madison",605170,518516,,called_strike,,,,,5,Victor Caratini singles on a fly ball to center fielder Ketel Marte.   Wil Myers scores.    Jake Cronenworth scores.    Jurickson Profar to 3rd.,R,R,L,SD,ARI,S,,,0,0,2021,0.48,1.42,-0.21,2.52,571976,630105,595777,1,2,Bot,,,,,519390,,,-9.320260097191351,-132.95626506551724,-5.19630908048487,7.663150647008401,28.720264000948998,-14.396608385789616,3.34,1.64,,,,92.1,2519,6.7,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.77,,,,,,,,18,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,156,0.0,
FF,2021-04-01,90.9,3.07,5.66,"Bumgarner, Madison",595777,518516,walk,ball,,,,,13,Jurickson Profar walks.   Wil Myers to 3rd.    Jake Cronenworth to 2nd.,R,R,L,SD,ARI,B,,,3,1,2021,0.76,1.48,-0.57,1.27,,571976,630105,1,2,Bot,,,,,519390,,,-10.798035146862505,-131.69924877614534,-8.216214901471366,11.2219192955374,30.236426879988972,-13.279608540527134,3.19,1.62,,,,90.9,2540,6.7,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.77,,,0.7,1,0,0,,17,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,139,0.069,
FC,2021-04-01,84.0,3.14,5.68,"Bumgarner, Madison",595777,518516,,ball,,,,,7,Jurickson Profar walks.   Wil Myers to 3rd.    Jake Cronenworth to 2nd.,R,R,L,SD,ARI,B,,,2,1,2021,-0.6,0.53,-0.53,1.59,,571976,630105,1,2,Bot,,,,,519390,,,-7.365160183533614,-122.16739571758735,-4.1765844119373385,-4.683847856460856,22.945044854504715,-26.249621287064905,3.3,1.69,,,,84.8,1865,6.7,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.8,,,,,,,,17,4,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,267,0.0,
FF,2021-04-01,89.7,3.05,5.66,"Bumgarner, Madison",595777,518516,,ball,,,,,13,Jurickson Profar walks.   Wil Myers to 3rd.    Jake Cronenworth to 2nd.,R,R,L,SD,ARI,B,,,1,1,2021,0.52,1.54,-1.23,1.31,,571976,630105,1,2,Bot,,,,,519390,,,-11.706135893603806,-129.88667484165254,-7.968884776917298,8.377417618047183,28.065155747590183,-13.186973040074234,3.33,1.64,,,,89.7,3040,6.7,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.84,,,,,,,,17,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,191,0.0,
CH,2021-04-01,83.0,2.95,5.71,"Bumgarner, Madison",595777,518516,,ball,,,,,12,Jurickson Profar walks.   Wil Myers to 3rd.    Jake Cronenworth to 2nd.,R,R,L,SD,ARI,B,,,0,1,2021,0.99,0.87,1.03,3.38,,571976,630105,1,2,Bot,,,,,519390,,,-6.3868681013437065,-120.73451814683314,-0.5829632499528765,10.887874662007086,22.223449243743982,-23.69594792906429,3.37,1.68,,,,83.8,1633,6.7,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.81,,,,,,,,17,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,133,0.0,
FC,2021-04-01,84.1,3.0,5.67,"Bumgarner, Madison",595777,518516,,swinging_strike,,,,,11,Jurickson Profar walks.   Wil Myers to 3rd.    Jake Cronenworth to 2nd.,R,R,L,SD,ARI,S,,,0,0,2021,-0.36,0.54,-1.0,2.75,,571976,630105,1,2,Bot,,,,,519390,,,-8.615302562052412,-122.37306642852688,-1.5918533450227814,-2.2862307413619525,19.411162498776342,-26.55047686881084,3.37,1.53,,,,85.2,850,6.6,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.9,,,,,,,,17,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,183,0.0,
FF,2021-04-01,91.0,3.13,5.72,"Bumgarner, Madison",630105,518516,single,hit_into_play,,,,,1,Jake Cronenworth singles on a line drive to left fielder David Peralta.   Wil Myers to 2nd.,R,L,L,SD,ARI,X,7,line_drive,0,1,2021,0.51,1.44,-0.36,3.14,,,571976,1,2,Bot,66.99,97.1,,,519390,,,-9.90365143596986,-132.22346014639828,-3.6784395609309715,8.029617128031347,27.463685115371703,-14.643467601624524,3.37,1.53,250,96.3,14,91.5,2551,6.6,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.9,0.846,0.812,0.9,1,1,0,4,16,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,150,0.04,
FC,2021-04-01,86.7,3.07,5.75,"Bumgarner, Madison",630105,518516,,called_strike,,,,,5,Jake Cronenworth singles on a line drive to left fielder David Peralta.   Wil Myers to 2nd.,R,L,L,SD,ARI,S,,,0,0,2021,-0.23,0.6,-0.15,2.23,,,571976,1,2,Bot,,,,,519390,,,-7.251605261523267,-126.15977073050428,-3.5589142019768487,-1.204456092303071,21.83805809209392,-25.2415578557878,3.39,1.53,,,,87.7,2667,6.6,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.93,,,,,,,,16,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,175,0.0,
FF,2021-04-01,92.5,3.19,5.69,"Bumgarner, Madison",571976,518516,walk,ball,,,,,13,Wil Myers walks.,R,R,L,SD,ARI,B,,,3,2,2021,0.53,1.39,-0.24,0.95,,,,1,2,Bot,,,,,519390,,,-9.923364952962835,-134.14946276588495,-9.34627549898347,8.477020143929966,27.4835659221724,-13.468458418825062,3.2,1.46,,,,92.9,2618,6.6,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.89,,,0.7,1,0,0,,15,9,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,144,0.027999999999999997,
FC,2021-04-01,85.5,3.34,5.68,"Bumgarner, Madison",571976,518516,,foul,,,,,6,Wil Myers walks.,R,R,L,SD,ARI,S,,,3,2,2021,-0.45,0.51,0.41,2.39,,,,1,2,Bot,,,,,519390,,,-6.0407387763497855,-124.4674868520197,-2.529598365368736,-3.5518075536061438,23.964835857687497,-26.604858338961648,3.49,1.6,205,69.9,29,86.0,2611,6.5,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,54.02,,,,,,,,15,8,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,227,0.0,
FC,2021-04-01,85.3,3.13,5.76,"Bumgarner, Madison",571976,518516,,foul,,,,,4,Wil Myers walks.,R,R,L,SD,ARI,S,,,3,2,2021,-0.59,0.51,-0.47,2.8,,,,1,2,Bot,,,,,519390,,,-7.309005649733317,-124.06464542048651,-1.7024320226137308,-4.721665572353866,23.331712578575353,-26.78310315616644,3.49,1.6,416,105.3,32,85.7,2983,6.4,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,54.05,,,,,,,,15,7,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,233,0.0,
FF,2021-04-01,90.8,3.37,5.67,"Bumgarner, Madison",571976,518516,,ball,,,,,12,Wil Myers walks.,R,R,L,SD,ARI,B,,,2,2,2021,0.46,1.31,1.59,3.15,,,,1,2,Bot,,,,,519390,,,-5.463406667468667,-132.1867330705348,-3.2317217687361492,6.495095315244213,27.674268371979267,-16.36421580398387,3.17,1.5,,,,91.3,2496,6.5,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.99,,,,,,,,15,6,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,159,0.0,
CU,2021-04-01,78.1,3.25,5.69,"Bumgarner, Madison",571976,518516,,ball,,,,,12,Wil Myers walks.,R,R,L,SD,ARI,B,,,1,2,2021,-1.05,-0.48,1.89,2.34,,,,1,2,Bot,,,,,519390,,,-1.0003152022436743,-113.81253205643029,0.5432863848726848,-8.96346583502433,20.766908958926265,-36.686110948736726,3.22,1.45,,,,78.3,2581,6.4,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,54.15,,,,,,,,15,5,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard,305,0.0,
FF,2021-04-01,91.4,3.13,5.83,"Bumgarner, Madison",571976,518516,,foul,,,,,6,Wil Myers walks.,R,R,L,SD,ARI,S,,,1,2,2021,0.66,1.35,0.36,2.83,,,,1,2,Bot,,,,,519390,,,-8.451224254372017,-132.9118413527989,-4.61437026942174,9.653961548496882,27.67187322481597,-15.29326816110282,3.49,1.6,226,77.7,61,91.8,2391,6.5,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.98,,,,,,,,15,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,153,0.0,
FF,2021-04-01,90.5,3.22,5.73,"Bumgarner, Madison",571976,518516,,swinging_strike,,,,,6,Wil Myers walks.,R,R,L,SD,ARI,S,,,1,1,2021,0.67,1.34,0.53,2.73,,,,1,2,Bot,,,,,519390,,,-8.161679337483863,-131.553092383961,-4.441424233163974,9.47918278980784,26.835969695665437,-15.83958900641183,3.49,1.6,,,,91.0,2401,6.6,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.92,,,,,,,,15,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Strategic,148,0.0,
CH,2021-04-01,85.5,3.2,5.7,"Bumgarner, Madison",571976,518516,,ball,,,,,9,Wil Myers walks.,R,R,L,SD,ARI,B,,,0,1,2021,0.91,0.8,0.34,1.5,,,,1,2,Bot,,,,,519390,,,-8.615489759011101,-124.24693637222546,-5.2866299093414995,11.050457835120405,23.278647498875355,-22.992214787704334,3.43,1.59,,,,86.1,1688,6.6,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.87,,,,,,,,15,2,Changeup,0,1,0,1,1,0,0,1,Infield shift,Strategic,131,0.0,
CU,2021-04-01,76.6,3.17,5.75,"Bumgarner, Madison",571976,518516,,called_strike,,,,,12,Wil Myers walks.,R,R,L,SD,ARI,S,,,0,0,2021,-0.99,-0.45,0.94,2.69,,,,1,2,Bot,,,,,519390,,,-2.9195272559965466,-111.43708034395777,1.4211352653428722,-7.6564644359004115,21.219463428777107,-36.41661795274078,3.32,1.52,,,,76.6,2566,6.4,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,54.06,,,,,,,,15,1,Curveball,0,1,0,1,1,0,0,1,Infield shift,Strategic,300,0.0,
FF,2021-04-01,90.9,3.23,5.78,"Bumgarner, Madison",543333,518516,strikeout,swinging_strike,,,,,12,Eric Hosmer strikes out swinging.,R,L,L,SD,ARI,S,2,,0,2,2021,0.79,1.54,1.04,4.4,,,,0,2,Bot,,,,,519390,,,-7.220404398768704,-132.19265917281643,-0.8448779368066004,10.856465403279634,28.471893529454647,-14.162523968663026,3.55,1.63,,,,91.2,2488,6.5,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.98,,,0.0,1,0,0,,14,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,152,-0.025,
FF,2021-04-01,92.2,3.2,5.74,"Bumgarner, Madison",543333,518516,,foul,,,,,2,Eric Hosmer strikes out swinging.,R,L,L,SD,ARI,S,,,0,2,2021,0.7,1.5,-0.2,3.11,,,,0,2,Bot,,,,,519390,,,-10.231422985214495,-133.86069571731662,-4.079458217818996,10.721217772402595,30.27611924887809,-13.453797307572756,3.55,1.63,165,76.8,57,92.5,2581,6.7,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.82,,,,,,,,14,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,148,0.0,
FF,2021-04-01,91.5,3.04,5.79,"Bumgarner, Madison",543333,518516,,called_strike,,,,,13,Eric Hosmer strikes out swinging.,R,L,L,SD,ARI,S,,,0,1,2021,0.5,1.38,-0.85,1.76,,,,0,2,Bot,,,,,519390,,,-10.913050626281118,-132.75225644042644,-7.270824487764942,8.26544059821877,27.966670920369097,-14.386963505431805,3.88,1.92,,,,91.8,2665,6.6,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,53.93,,,,,,,,14,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,144,0.0,
FF,2021-04-01,90.4,3.17,5.85,"Bumgarner, Madison",543333,518516,,swinging_strike,,,,,2,Eric Hosmer strikes out swinging.,R,L,L,SD,ARI,S,,,0,0,2021,0.67,1.52,0.01,3.5,,,,0,2,Bot,,,,,519390,,,-9.295902418925232,-131.28083816452758,-3.099582476492864,9.762219756783098,29.328662543004594,-14.123757113628844,3.55,1.63,,,,90.2,2552,6.4,634618,518516,519390,572233,500871,452678,668942,444482,606466,656976,54.09,,,,,,,,14,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,151,0.0,
FC,2021-04-01,87.1,-1.76,5.77,"Darvish, Yu",668942,506433,strikeout,swinging_strike,,,,,11,Josh Rojas strikes out swinging.,R,L,R,SD,ARI,S,2,,3,2,2021,0.51,0.27,-1.03,3.18,,518516,,2,2,Top,,,,,605170,,,0.7092243341291624,-127.08456571534285,-0.7442638820885211,5.488128626327296,21.311629820210733,-29.26430823278169,3.41,1.56,,,,87.8,2779,6.2,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.3,,,0.0,1,0,0,,13,7,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,122,0.032,
SI,2021-04-01,96.6,-1.91,5.7,"Darvish, Yu",668942,506433,,ball,,,,,14,Josh Rojas strikes out swinging.,R,L,R,SD,ARI,B,,,2,2,2021,-1.26,1.43,0.37,1.04,,518516,,2,2,Top,,,,,605170,,,8.962895975245258,-140.1377053230548,-10.122007879426675,-18.62087677872058,31.153905557052177,-11.090218961933612,3.48,1.68,,,,96.8,2586,6.6,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,53.94,,,,,,,,13,6,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,212,0.0,
FC,2021-04-01,87.7,-1.7,5.86,"Darvish, Yu",668942,506433,,foul,,,,,4,Josh Rojas strikes out swinging.,R,L,R,SD,ARI,S,,,2,2,2021,0.33,0.15,-0.28,2.68,,518516,,2,2,Top,,,,,605170,,,2.7430064517915107,-127.62149648329523,-1.8179930296120248,3.0226630745126464,28.28688558413626,-30.361426477032143,3.41,1.56,218,70.7,35,87.6,2836,6.4,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.12,,,,,,,,13,5,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,98,0.0,
FS,2021-04-01,92.3,-1.59,5.92,"Darvish, Yu",668942,506433,,blocked_ball,,,,,13,Josh Rojas strikes out swinging.,R,L,R,SD,ARI,B,,,1,2,2021,-0.83,0.46,-1.03,0.42,,518516,,2,2,Top,,,,,605170,,,3.2239463922585827,-134.29966692264387,-9.277998034824874,-10.767962922975403,24.062486416021393,-25.067569218033036,3.37,1.6,,,,93.1,1720,6.4,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.09,,,,,,,,13,4,Split-Finger,0,1,1,0,1,0,1,0,Standard,Standard,198,0.0,
FC,2021-04-01,87.7,-1.79,5.9,"Darvish, Yu",668942,506433,,foul,,,,,2,Josh Rojas strikes out swinging.,R,L,R,SD,ARI,S,,,1,1,2021,0.44,0.24,-0.03,2.87,,518516,,2,2,Top,,,,,605170,,,3.348325653742078,-127.76927124444627,-1.7712468591325097,4.164985411476518,24.443301586705232,-29.37026942706297,3.41,1.56,203,69.7,29,87.9,2867,6.2,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.29,,,,,,,,13,3,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,129,0.0,
FF,2021-04-01,95.5,-1.77,5.9,"Darvish, Yu",668942,506433,,ball,,,,,1,Josh Rojas strikes out swinging.,R,L,R,SD,ARI,B,,,0,1,2021,-0.61,1.51,-0.77,3.46,,518516,,2,2,Top,,,,,605170,,,4.01009665303072,-139.06424606005172,-4.196355364736244,-8.756748737205017,31.06346248078641,-11.800427088285954,3.41,1.61,,,,95.5,2585,6.3,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.24,,,,,,,,13,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,206,0.0,
SL,2021-04-01,81.1,-1.92,5.77,"Darvish, Yu",668942,506433,,called_strike,,,,,13,Josh Rojas strikes out swinging.,R,L,R,SD,ARI,S,,,0,0,2021,1.28,-0.04,-0.92,2.33,,518516,,2,2,Top,,,,,605170,,,-0.18896616871792093,-118.1599157489788,-0.9973654261381836,11.955334009246366,23.26562953064104,-32.574641353344724,3.49,1.73,,,,81.1,2774,6.3,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.2,,,,,,,,13,1,Slider,0,1,1,0,1,0,1,0,Standard,Standard,59,0.0,
SL,2021-04-01,82.8,-1.79,5.83,"Darvish, Yu",518516,506433,double,hit_into_play,,,,,3,Madison Bumgarner doubles (1) on a sharp fly ball to left fielder Jurickson Profar.,R,R,R,SD,ARI,X,7,fly_ball,2,2,2021,1.5,0.05,0.34,3.14,,,,2,2,Top,96.23,41.69,,,605170,,,1.9298195320462947,-120.53723441455713,0.2725456712707386,14.215093373026034,24.349760317681287,-32.00731705906652,3.55,1.63,394,101.0,25,83.0,2841,6.5,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.01,0.7490000000000001,1.274,1.25,1,1,1,6,12,5,Slider,0,1,1,0,1,0,1,0,Standard,Standard,61,-0.022000000000000002,
FC,2021-04-01,86.0,-1.6,5.91,"Darvish, Yu",518516,506433,,swinging_strike,,,,,8,Madison Bumgarner doubles (1) on a sharp fly ball to left fielder Jurickson Profar.,R,R,R,SD,ARI,S,,,2,1,2021,0.31,0.01,-0.24,2.13,,,,2,2,Top,,,,,605170,,,2.609304533039086,-125.32099470850731,-2.7585582241159967,2.7442591285347415,25.00306029072573,-31.761176471885012,3.55,1.63,,,,86.3,2797,6.4,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.15,,,,,,,,12,4,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,100,0.0,
FC,2021-04-01,88.4,-1.5,5.95,"Darvish, Yu",518516,506433,,ball,,,,,14,Madison Bumgarner doubles (1) on a sharp fly ball to left fielder Jurickson Profar.,R,R,R,SD,ARI,B,,,1,1,2021,0.6,0.02,0.8,0.67,,,,2,2,Top,,,,,605170,,,4.343931220735064,-128.56455049689336,-6.880688416982862,5.808823442547782,25.47309265350279,-30.7813877835997,3.55,1.73,,,,88.7,2767,6.4,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.12,,,,,,,,12,3,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,123,0.0,
FC,2021-04-01,85.2,-1.71,5.96,"Darvish, Yu",518516,506433,,swinging_strike,,,,,9,Madison Bumgarner doubles (1) on a sharp fly ball to left fielder Jurickson Profar.,R,R,R,SD,ARI,S,,,1,0,2021,0.46,-0.26,0.32,1.71,,,,2,2,Top,,,,,605170,,,3.8427909426527633,-124.11618588750437,-3.2176854707711646,4.0193726792928866,23.30863379143518,-34.441754589353486,3.55,1.63,,,,85.5,2801,6.3,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.24,,,,,,,,12,2,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,84,0.0,
FC,2021-04-01,84.4,-1.55,5.95,"Darvish, Yu",518516,506433,,ball,,,,,14,Madison Bumgarner doubles (1) on a sharp fly ball to left fielder Jurickson Profar.,R,R,R,SD,ARI,B,,,0,0,2021,0.4,-0.2,0.21,0.98,,,,2,2,Top,,,,,605170,,,3.3003076782216625,-122.84731491933172,-4.856841562913788,3.4179507987574236,22.92776987040649,-33.45253505117169,3.64,1.69,,,,84.6,2853,6.3,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.24,,,,,,,,12,1,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,79,0.0,
FC,2021-04-01,88.6,-1.62,5.93,"Darvish, Yu",519390,506433,strikeout,swinging_strike,,,,,14,Stephen Vogt strikes out swinging.,R,L,R,SD,ARI,S,2,,2,2,2021,0.39,-0.03,0.32,1.26,,,,1,2,Top,,,,,605170,,,3.9290008214503938,-129.08697721155158,-5.43005483935062,3.7710818977019342,21.32726988638506,-31.74402989415263,3.45,1.6,,,,89.5,2939,6.3,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.19,,,0.0,1,0,0,,11,7,Cutter,0,1,1,0,1,0,1,0,Infield shift,Standard,121,0.015,
SL,2021-04-01,81.8,-1.83,5.86,"Darvish, Yu",519390,506433,,foul,,,,,4,Stephen Vogt strikes out swinging.,R,L,R,SD,ARI,S,,,2,2,2021,1.28,0.04,-0.33,2.35,,,,1,2,Top,,,,,605170,,,0.9066182312040884,-119.29414497977122,-1.4878766308280458,12.135317497749842,21.434943540017613,-31.72438114901065,3.45,1.6,188,68.2,48,82.2,2717,6.3,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.24,,,,,,,,11,6,Slider,0,1,1,0,1,0,1,0,Infield shift,Standard,58,0.0,
KC,2021-04-01,81.6,-1.52,6.02,"Darvish, Yu",519390,506433,,ball,,,,,13,Stephen Vogt strikes out swinging.,R,L,R,SD,ARI,B,,,1,2,2021,0.25,-1.2,-0.52,-0.04,,,,1,2,Top,,,,,605170,,,1.7679696304373904,-118.72383734493349,-4.690136715590576,1.9765331497777057,24.368082055346804,-42.75570020629285,3.16,1.56,,,,81.6,2935,6.4,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.06,,,,,,,,11,5,Knuckle Curve,0,1,1,0,1,0,1,0,Infield shift,Standard,45,0.0,
SI,2021-04-01,95.1,-1.76,5.95,"Darvish, Yu",519390,506433,,foul,,,,,2,Stephen Vogt strikes out swinging.,R,L,R,SD,ARI,S,,,1,2,2021,-1.33,1.13,0.16,3.18,,,,1,2,Top,,,,,605170,,,8.001755638609612,-138.32001334906974,-4.149612836926915,-18.79428313537895,30.695906882990176,-16.977248006654072,3.37,1.53,10,40.7,-16,95.2,2258,6.3,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.15,,,,,,,,11,4,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,203,0.0,
