date,state,total_cases,total_deaths,total_tests,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-29,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57143,3.71429,8.35714,5.57143,3.71429,8.35714,7.615980000000001e-06,5.077319999999999e-06,1.1424000000000001e-05,5.57143,3.71429,8.35714,7.615980000000001e-06,5.077319999999999e-06,1.1424000000000001e-05
2020-03-01,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92857,6.61905,14.8929,15.5,10.3333,23.25,2.1188e-05,1.41254e-05,3.17821e-05,15.5,10.3333,23.25,2.1188e-05,1.41254e-05,3.17821e-05
2020-03-02,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9048,8.60317,19.3571,28.4048,18.9365,42.6071,3.8828499999999996e-05,2.5885599999999998e-05,5.8242700000000004e-05,28.4048,18.9365,42.6071,3.8828499999999996e-05,2.5885599999999998e-05,5.8242700000000004e-05
2020-03-03,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4286,10.2857,23.1429,43.8333,29.2222,65.75,5.99188e-05,3.99459e-05,8.98783e-05,43.8333,29.2222,65.75,5.99188e-05,3.99459e-05,8.98783e-05
2020-03-04,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0571,11.3714,25.5857,60.8905,40.5937,91.3357,8.323540000000001e-05,5.54903e-05,0.000124853,60.8905,40.5937,91.3357,8.323540000000001e-05,5.54903e-05,0.000124853
2020-03-05,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4643,13.6429,30.6964,81.3548,54.2365,122.03200000000001,0.00011121,7.41397e-05,0.00016681400000000002,81.3548,54.2365,122.03200000000001,0.00011121,7.41397e-05,0.00016681400000000002
2020-03-06,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2959,16.8639,37.9439,106.65100000000001,71.1005,159.976,0.000145788,9.719219999999999e-05,0.00021868200000000002,106.65100000000001,71.1005,159.976,0.000145788,9.719219999999999e-05,0.00021868200000000002
2020-03-07,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0612,21.3741,48.0918,138.71200000000002,92.4746,208.06799999999998,0.000189615,0.00012641,0.000284422,138.71200000000002,92.4746,208.06799999999998,0.000189615,0.00012641,0.000284422
2020-03-08,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.551,25.034000000000002,56.3265,176.263,117.509,264.394,0.000240946,0.000160631,0.00036141900000000003,176.263,117.509,264.394,0.000240946,0.000160631,0.00036141900000000003
2020-03-09,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8776,29.2517,65.8163,220.14,146.76,330.211,0.000300925,0.00020061700000000002,0.00045138800000000005,220.14,146.76,330.211,0.000300925,0.00020061700000000002,0.00045138800000000005
2020-03-10,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3878,33.5918,75.5816,270.528,180.352,405.792,0.000369804,0.000246536,0.000554706,270.528,180.352,405.792,0.000369804,0.000246536,0.000554706
2020-03-11,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6531,39.102,87.9796,329.181,219.454,493.772,0.00044998099999999996,0.000299987,0.000674971,329.181,219.454,493.772,0.00044998099999999996,0.000299987,0.000674971
2020-03-12,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4388,43.6259,98.1582,394.62,263.08,591.93,0.000539434,0.00035962300000000005,0.000809151,394.62,263.08,591.93,0.000539434,0.00035962300000000005,0.000809151
2020-03-13,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2959,45.5306,102.444,462.916,308.611,694.3739999999999,0.000632792,0.000421861,0.000949188,462.916,308.611,694.3739999999999,0.000632792,0.000421861,0.000949188
2020-03-14,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2653,47.5102,106.898,534.181,356.121,801.2719999999999,0.00073021,0.00048680699999999996,0.00109531,534.181,356.121,801.2719999999999,0.00073021,0.00048680699999999996,0.00109531
2020-03-15,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0612,49.3741,111.09200000000001,602.6709999999999,401.781,904.007,0.000823833,0.0005492219999999999,0.00123575,608.243,405.495,912.3639999999999,0.000831449,0.0005542990000000001,0.00124717
2020-03-16,AK,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8163,49.2109,110.72399999999999,666.559,444.37300000000005,999.8380000000001,0.000911166,0.0006074440000000001,0.00136675,682.059,454.70599999999996,1023.09,0.0009323539999999999,0.000621569,0.00139853
2020-03-17,AK,3,0,337,0.428571,0.0,48.1429,0.00890208,0.00890208,13.0,8.66667,19.5,1.1546399999999999,71.9184,47.9456,107.87799999999999,725.572,483.715,1088.36,0.000991836,0.000661224,0.00148775,753.977,502.651,1130.97,0.00103066,0.000687109,0.001546
2020-03-18,AK,8,0,412,1.14286,0.0,58.8571,0.0194175,0.0194175,12.5,8.33333,18.75,1.02798,67.3963,44.9308,101.094,777.54,518.36,1166.31,0.00106287,0.000708583,0.00159431,821.373,547.582,1232.06,0.00112279,0.000748529,0.00168419
2020-03-19,AK,11,0,438,1.5714299999999999,0.0,62.5714,0.0251142,0.0251142,12.0,8.0,18.0,0.921585,61.8688,41.2459,92.8032,822.352,548.235,1233.53,0.00112413,0.00074942,0.0016862000000000001,883.242,588.828,1324.86,0.00120737,0.00080491,0.00181105
2020-03-20,AK,14,0,698,2.0,0.0,99.7143,0.020057299999999997,0.020057299999999997,11.5,7.66667,17.25,0.851475,57.467,38.3113,86.2004,859.3539999999999,572.903,1289.03,0.00117471,0.0007831410000000001,0.00176207,940.709,627.139,1411.06,0.00128592,0.0008572810000000001,0.00192888
2020-03-21,AK,15,0,772,2.1428599999999998,0.0,110.286,0.0194301,0.0194301,11.0,7.33333,16.5,0.817691,54.4446,36.2964,81.6669,888.503,592.335,1332.75,0.00121456,0.000809705,0.00182184,995.154,663.436,1492.73,0.00136035,0.0009068969999999999,0.00204052
2020-03-22,AK,25,0,968,3.5714300000000003,0.0,138.286,0.0258264,0.0258264,10.5,7.0,15.75,0.813959,52.1458,34.7639,78.2187,908.5880000000001,605.725,1362.88,0.00124201,0.000828008,0.00186302,1047.3,698.2,1570.95,0.00143163,0.0009544180000000001,0.00214744
2020-03-23,AK,38,0,968,5.42857,0.0,138.286,0.0392562,0.0392562,10.0,6.66667,15.0,0.840908,51.744,34.496,77.616,922.7810000000001,615.187,1384.17,0.00126141,0.000840942,0.00189212,1099.04,732.696,1648.57,0.00150236,0.00100157,0.00225354
2020-03-24,AK,42,0,1022,5.57143,0.0,97.8571,0.05693430000000001,0.05693430000000001,9.5,6.33333,14.25,0.899868,53.3637,35.5758,80.0455,932.2669999999999,621.511,1398.4,0.00127438,0.000849587,0.00191157,1152.41,768.2719999999999,1728.61,0.00157531,0.0010502,0.00236296
2020-03-25,AK,49,1,1691,5.85714,0.14285699999999998,182.71400000000003,0.032056299999999996,0.032056299999999996,9.0,6.0,13.5,0.965182,55.2086,36.8057,82.8129,937.0880000000001,624.725,1405.63,0.00128097,0.00085398,0.00192146,1207.62,805.077,1811.42,0.00165077,0.00110052,0.00247616
2020-03-26,AK,63,1,1860,7.42857,0.14285699999999998,203.143,0.036568199999999995,0.036568199999999995,8.5,5.66667,12.75,1.0228899999999999,57.5364,38.3576,86.3046,935.971,623.981,1403.96,0.00127944,0.000852963,0.00191917,1265.15,843.435,1897.73,0.00172943,0.00115295,0.00259414
2020-03-27,AK,74,1,2388,8.57143,0.14285699999999998,241.429,0.035503,0.035503,8.0,5.33333,12.0,1.0636700000000001,61.9835,41.3224,92.9753,932.5160000000001,621.677,1398.77,0.00127472,0.000849814,0.00191208,1327.14,884.757,1990.7,0.00181415,0.00120944,0.00272123
2020-03-28,AK,91,2,2921,10.8571,0.28571399999999997,307.0,0.0353653,0.0353653,7.5,5.0,11.25,1.07493,61.8221,41.2148,92.7332,926.0419999999999,617.361,1389.06,0.00126587,0.000843914,0.00189881,1388.96,925.972,2083.44,0.00189866,0.00126578,0.002848
2020-03-29,AK,110,2,3334,12.1429,0.28571399999999997,338.0,0.035925599999999995,0.035925599999999995,7.0,4.66667,10.5,1.05321,60.248000000000005,40.1653,90.37200000000001,915.025,610.016,1372.54,0.00125081,0.000833874,0.00187622,1449.21,966.137,2173.81,0.00198102,0.00132068,0.00297153
2020-03-30,AK,118,3,3654,11.4286,0.428571,383.714,0.0297841,0.0297841,6.5,4.33333,9.75,1.00635,58.1463,38.7642,87.2194,899.11,599.406,1348.66,0.00122906,0.000819371,0.00184358,1507.35,1004.9,2261.03,0.00206051,0.00137367,0.00309076
2020-03-31,AK,128,3,3713,12.2857,0.428571,384.42900000000003,0.0319584,0.0319584,6.0,4.0,9.0,0.9261159999999999,54.1632,36.1088,81.2448,879.457,586.304,1319.18,0.00120219,0.00080146,0.00180329,1561.52,1041.01,2342.27,0.00213454,0.00142303,0.00320182
2020-04-01,AK,141,3,4603,13.1429,0.28571399999999997,416.0,0.0315934,0.0315934,5.5,3.66667,8.25,0.838108,50.1241,33.416,75.1861,857.6619999999999,571.775,1286.49,0.0011724,0.0007815989999999999,0.0017586,1611.64,1074.43,2417.46,0.00220306,0.00146871,0.00330459
2020-04-02,AK,149,3,5022,12.2857,0.28571399999999997,451.714,0.027198000000000003,0.027198000000000003,5.0,3.33333,7.5,0.756173,45.0556,30.0371,67.5834,835.322,556.881,1252.98,0.00114186,0.00076124,0.00171279,1656.7,1104.46,2485.04,0.00226465,0.00150977,0.00339698
2020-04-03,AK,160,3,6016,12.2857,0.28571399999999997,518.286,0.0237045,0.0237045,4.5,3.0,6.75,0.68066,37.7748,25.1832,56.6622,811.2280000000001,540.818,1216.84,0.00110892,0.000739283,0.00166339,1694.47,1129.65,2541.7,0.00231629,0.00154419,0.00347443
2020-04-04,AK,171,5,6040,11.4286,0.428571,445.57099999999997,0.0256492,0.0256492,4.3552,2.90347,6.5328,0.618347,33.6502,22.4334,50.4752,787.4110000000001,524.941,1181.12,0.00107637,0.0007175780000000001,0.00161455,1728.12,1152.08,2592.18,0.00236229,0.00157486,0.00354343
2020-04-05,AK,185,6,6284,10.7143,0.571429,421.42900000000003,0.0254237,0.0254237,4.32206,2.88137,6.48309,0.575678,30.0854,20.0569,45.1281,763.052,508.70099999999996,1144.58,0.00104307,0.000695379,0.0015646,1758.21,1172.14,2637.31,0.00240341,0.00160228,0.00360512
2020-04-06,AK,191,6,6883,10.4286,0.428571,461.286,0.0226076,0.0226076,4.16863,2.77909,6.25294,0.542076,26.2964,17.5309,39.4446,737.202,491.468,1105.8,0.00100773,0.000671822,0.0015115999999999999,1784.5,1189.67,2676.75,0.00243936,0.00162624,0.00365904
2020-04-07,AK,213,6,6913,12.1429,0.428571,457.14300000000003,0.0265625,0.0265625,4.32829,2.88552,6.492430000000001,0.5217350000000001,22.7612,15.1742,34.1418,708.2189999999999,472.14599999999996,1062.33,0.000968115,0.00064541,0.00145217,1807.26,1204.84,2710.89,0.00247047,0.00164698,0.00370571
2020-04-08,AK,226,7,7068,12.1429,0.571429,352.14300000000003,0.0344828,0.0344828,4.627759999999999,3.08518,6.94165,0.507402,19.2644,12.8429,28.8966,674.12,449.413,1011.18,0.0009215019999999999,0.000614335,0.00138225,1826.53,1217.68,2739.79,0.00249681,0.00166454,0.00374521
2020-04-09,AK,235,7,7223,12.2857,0.571429,314.42900000000003,0.0390731,0.0390731,4.771059999999999,3.18071,7.1566,0.49562,16.6091,11.0727,24.9136,635.521,423.68,953.2810000000001,0.000868738,0.0005791580000000001,0.00130311,1843.14,1228.76,2764.7,0.00251951,0.00167967,0.00377927
2020-04-10,AK,246,7,7432,12.2857,0.571429,202.28599999999997,0.060734500000000004,0.060734500000000004,5.42283,3.61522,8.13424,0.489167,14.5796,9.719710000000001,21.8693,592.564,395.043,888.846,0.000810017,0.000540011,0.00121503,1857.72,1238.48,2786.57,0.00253944,0.00169296,0.00380916
2020-04-11,AK,257,8,7732,12.2857,0.428571,241.71400000000003,0.0508274,0.0508274,5.10251,3.4016800000000003,7.65377,0.49086599999999997,12.5798,8.386519999999999,18.8697,543.16,362.10699999999997,814.74,0.000742483,0.000494989,0.00111373,1870.3,1246.86,2805.44,0.00255664,0.00170443,0.00383496
2020-04-12,AK,272,8,8038,12.4286,0.28571399999999997,250.571,0.0496009,0.0496009,5.03699,3.35799,7.55549,0.5027149999999999,10.7657,7.17714,16.1486,492.10400000000004,328.069,738.155,0.0006726910000000001,0.000448461,0.00100904,1881.06,1254.04,2821.59,0.00257135,0.00171424,0.00385703
2020-04-13,AK,277,8,7830,12.2857,0.28571399999999997,135.286,0.09081310000000001,0.09081310000000001,6.07233,4.04822,9.10849,0.5341060000000001,9.236369999999999,6.15758,13.8546,441.092,294.061,661.638,0.00060296,0.000401973,0.0009044389999999999,1890.3,1260.2,2835.45,0.00258398,0.00172265,0.00387597
2020-04-14,AK,285,9,8348,10.2857,0.428571,205.0,0.050174199999999995,0.050174199999999995,4.99995,3.3333,7.4999199999999995,0.5848140000000001,8.58812,5.72541,12.8822,391.534,261.02299999999997,587.3009999999999,0.000535215,0.00035681,0.000802823,1898.89,1265.92,2848.33,0.00259572,0.00173048,0.00389358
2020-04-15,AK,293,9,8664,9.57143,0.28571399999999997,228.0,0.0419799,0.0419799,4.71978,3.14652,7.07967,0.654243,8.64456,5.76304,12.9668,346.015,230.67700000000002,519.023,0.000472992,0.000315328,0.0007094889999999999,1907.53,1271.69,2861.3,0.00260754,0.00173836,0.00391131
2020-04-16,AK,300,9,8735,9.28571,0.28571399999999997,216.0,0.042989400000000004,0.042989400000000004,4.72814,3.1521,7.092219999999999,0.732462,8.97333,5.98222,13.46,304.86400000000003,203.243,457.29699999999997,0.000416741,0.000277827,0.000625111,1916.5,1277.67,2874.76,0.0026198000000000003,0.00174654,0.0039296999999999995
2020-04-17,AK,309,9,9450,9.0,0.28571399999999997,288.286,0.031219,0.031219,4.30464,2.86976,6.45696,0.8101550000000001,9.03851,6.02567,13.5578,268.847,179.232,403.27099999999996,0.000367506,0.000245004,0.000551259,1925.54,1283.69,2888.31,0.00263216,0.00175477,0.00394824
2020-04-18,AK,314,9,9655,8.14286,0.14285699999999998,274.714,0.029641200000000003,0.029641200000000003,4.2262900000000005,2.81752,6.33943,0.866397,8.90743,5.93829,13.3612,239.98,159.987,359.97,0.000328045,0.000218697,0.000492068,1934.45,1289.63,2901.67,0.00264433,0.00176289,0.0039664999999999995
2020-04-19,AK,319,9,9895,6.714289999999999,0.14285699999999998,265.286,0.025309599999999998,0.025309599999999998,4.039619999999999,2.69308,6.059419999999999,0.898252,8.76432,5.84288,13.1465,215.09400000000002,143.39600000000002,322.64099999999996,0.000294027,0.000196018,0.000441041,1943.21,1295.48,2914.82,0.00265632,0.00177088,0.00398447
2020-04-20,AK,321,9,10124,6.28571,0.14285699999999998,327.714,0.0191805,0.0191805,3.76051,2.5070099999999997,5.64077,0.898703,8.846060000000001,5.89737,13.2691,193.855,129.237,290.782,0.000264994,0.000176662,0.000397491,1952.06,1301.37,2928.09,0.00266841,0.00177894,0.00400261
2020-04-21,AK,329,9,11119,6.28571,0.0,395.85699999999997,0.0158787,0.0158787,3.58837,2.39225,5.38256,0.868654,8.17257,5.44838,12.2589,175.731,117.154,263.597,0.000240219,0.000160146,0.000360329,1960.23,1306.82,2940.35,0.00267958,0.00178639,0.00401937
2020-04-22,AK,335,9,12159,6.0,0.0,499.286,0.0120172,0.0120172,3.3702900000000002,2.24686,5.05543,0.81195,7.374639999999999,4.91643,11.062000000000001,160.344,106.896,240.517,0.00021918599999999998,0.000146124,0.000328779,1967.61,1311.74,2951.41,0.00268966,0.00179311,0.00403449
2020-04-23,AK,337,9,12161,5.28571,0.0,489.42900000000003,0.010799799999999998,0.010799799999999998,3.28829,2.19219,4.93243,0.748071,6.381869999999999,4.254580000000001,9.57281,147.46200000000002,98.3079,221.19299999999998,0.000201576,0.000134384,0.000302364,1973.99,1315.99,2960.98,0.00269838,0.00179892,0.00404758
2020-04-24,AK,339,9,12281,4.28571,0.0,404.42900000000003,0.010597,0.010597,3.26567,2.17712,4.89851,0.6872739999999999,5.51471,3.6764699999999997,8.27207,136.368,90.9117,204.551,0.00018641,0.000124274,0.000279615,1979.5,1319.67,2969.26,0.00270592,0.00180395,0.00405888
2020-04-25,AK,339,9,15732,3.5714300000000003,0.0,868.143,0.00411387,0.00411387,2.78219,1.8547900000000002,4.17328,0.655243,5.01976,3.34651,7.52964,126.80799999999999,84.5385,190.21200000000002,0.000173342,0.000115562,0.00026001400000000004,1984.52,1323.02,2976.79,0.00271278,0.00180852,0.00406918
2020-04-26,AK,341,9,16177,3.1428599999999998,0.0,897.429,0.00350207,0.00350207,2.7158700000000002,1.8105799999999999,4.0738,0.655802,4.68584,3.1239,7.028760000000001,118.914,79.2759,178.37099999999998,0.000162552,0.00010836799999999999,0.000243827,1989.21,1326.14,2983.81,0.00271919,0.00181279,0.00407878
2020-04-27,AK,345,9,16256,3.4285699999999997,0.0,876.0,0.00391389,0.00391389,2.75073,1.83382,4.1261,0.69421,4.40808,2.93872,6.61212,112.556,75.0375,168.834,0.000153861,0.000102574,0.000230791,1993.62,1329.08,2990.43,0.00272522,0.00181681,0.00408782
2020-04-28,AK,351,9,17089,3.1428599999999998,0.0,852.857,0.00368509,0.00368509,2.72268,1.81512,4.08402,0.770241,4.3814400000000004,2.92096,6.57216,107.70100000000001,71.8008,161.55200000000002,0.000147224,9.814959999999999e-05,0.000220837,1998.0,1332.0,2997.0,0.0027311999999999996,0.0018207999999999998,0.00409681
2020-04-29,AK,355,9,19119,2.8571400000000002,0.0,994.2860000000001,0.00287356,0.00287356,2.63314,1.75542,3.94971,0.876466,4.52111,3.0140700000000002,6.7816600000000005,103.634,69.0895,155.451,0.000141665,9.44433e-05,0.000212497,2002.52,1335.01,3003.78,0.00273739,0.00182492,0.00410608
2020-04-30,AK,355,9,19119,2.57143,0.0,994.0,0.00258695,0.00258695,2.5960400000000003,1.73069,3.8940599999999996,0.997657,4.94607,3.2973800000000004,7.419110000000001,99.9357,66.6238,149.904,0.000136609,9.10728e-05,0.00020491400000000002,2007.47,1338.31,3011.2,0.00274415,0.00182943,0.00411622
2020-05-01,AK,364,9,20325,3.5714300000000003,0.0,1149.14,0.00310791,0.00310791,2.64824,1.7654900000000002,3.9723599999999997,1.10877,5.44235,3.6282300000000003,8.16353,96.4048,64.2698,144.607,0.00013178200000000002,8.78549e-05,0.000197674,2012.91,1341.94,3019.36,0.00275159,0.00183439,0.00412738
2020-05-02,AK,365,9,21399,3.71429,0.0,809.571,0.00458797,0.00458797,2.78155,1.85437,4.1723300000000005,1.19435,5.77913,3.85276,8.6687,93.1454,62.0969,139.718,0.000127327,8.48846e-05,0.00019099,2018.69,1345.79,3028.03,0.00275949,0.00183966,0.00413923
2020-05-03,AK,368,9,21578,3.8571400000000002,0.0,771.571,0.00499907,0.00499907,2.80959,1.87306,4.21438,1.24339,6.22907,4.1527199999999995,9.34361,90.46700000000001,60.3114,135.701,0.000123666,8.24438e-05,0.00018549900000000002,2024.92,1349.94,3037.38,0.002768,0.00184533,0.004152
2020-05-04,AK,370,9,21723,3.5714300000000003,0.0,781.0,0.00457289,0.00457289,2.76845,1.8456299999999999,4.15267,1.24918,6.21898,4.14599,9.32848,87.9217,58.6145,131.88299999999998,0.000120186,8.01242e-05,0.000180279,2031.14,1354.09,3046.7,0.0027765,0.0018510000000000002,0.00416475
2020-05-05,AK,371,9,22692,2.8571400000000002,0.0,800.429,0.00356952,0.00356952,2.67382,1.78255,4.010730000000001,1.20624,6.35849,4.239,9.53774,85.4341,56.9561,128.151,0.000116786,7.785729999999999e-05,0.00017517900000000002,2037.49,1358.33,3056.24,0.00278519,0.0018567999999999998,0.00417779
2020-05-06,AK,372,10,23655,2.42857,0.14285699999999998,648.0,0.0037478000000000003,0.0037478000000000003,2.68529,1.7901900000000002,4.02794,1.13399,6.3301300000000005,4.22008,9.49519,83.5917,55.7278,125.38799999999999,0.00011426700000000001,7.61782e-05,0.00017140099999999998,2043.82,1362.55,3065.74,0.00279385,0.00186256,0.00419077
2020-05-07,AK,374,10,24341,2.71429,0.14285699999999998,746.0,0.00363845,0.00363845,2.67022,1.78015,4.005330000000001,1.0305,5.92855,3.9523699999999997,8.89283,82.1456,54.7637,123.21799999999999,0.000112291,7.48604e-05,0.000168436,2049.75,1366.5,3074.63,0.00280195,0.00186797,0.00420293
2020-05-08,AK,377,10,25473,1.8571400000000002,0.14285699999999998,735.429,0.00252525,0.00252525,2.55425,1.7028299999999998,3.8313699999999997,0.943678,5.3623400000000006,3.5748900000000003,8.043510000000001,81.1261,54.083999999999996,121.689,0.000110897,7.39313e-05,0.000166345,2055.12,1370.08,3082.67,0.00280928,0.00187285,0.00421392
2020-05-09,AK,378,10,26449,1.8571400000000002,0.14285699999999998,721.429,0.00257426,0.00257426,2.55552,1.7036799999999999,3.8332699999999997,0.8906350000000001,5.00813,3.33875,7.5122,80.6195,53.7463,120.929,0.00011020399999999999,7.34696e-05,0.000165307,2060.12,1373.42,3090.19,0.00281613,0.00187742,0.00422419
2020-05-10,AK,379,10,27364,1.5714299999999999,0.14285699999999998,826.571,0.00190114,0.00190114,2.4739400000000002,1.6492900000000001,3.7109,0.881705,4.43334,2.9555599999999997,6.650010000000001,80.0331,53.3554,120.05,0.000109403,7.29352e-05,0.000164104,2064.56,1376.37,3096.84,0.00282219,0.00188146,0.00423328
2020-05-11,AK,381,10,28680,1.5714299999999999,0.14285699999999998,993.857,0.00158114,0.00158114,2.4291,1.6194,3.64365,0.9721219999999999,4.8604,3.24027,7.2906,80.2076,53.4717,120.311,0.000109641,7.309430000000001e-05,0.000164462,2069.42,1379.61,3104.13,0.00282883,0.00188589,0.00424325
2020-05-12,AK,383,10,29961,1.71429,0.14285699999999998,1038.43,0.00165085,0.00165085,2.43533,1.62355,3.65299,1.20746,5.42023,3.61349,8.13035,81.2198,54.1465,121.83,0.000111025,7.40167e-05,0.000166537,2074.84,1383.23,3112.26,0.00283624,0.00189083,0.00425436
2020-05-13,AK,384,10,30649,1.71429,0.0,999.143,0.00171576,0.00171576,2.44066,1.6271,3.6609800000000003,1.5302200000000001,5.90189,3.93459,8.85283,82.7402,55.1601,124.11,0.00011310299999999999,7.54023e-05,0.000169655,2080.74,1387.16,3121.11,0.00284431,0.00189621,0.00426646
2020-05-14,AK,389,10,31762,2.1428599999999998,0.0,1060.14,0.00202129,0.00202129,2.47492,1.6499400000000002,3.7123699999999995,1.9536099999999998,8.30735,5.53824,12.460999999999999,86.5265,57.6843,129.79,0.000118279,7.88527e-05,0.000177419,2089.05,1392.7,3133.57,0.00285566,0.00190378,0.0042835
2020-05-15,AK,390,10,32418,1.8571400000000002,0.0,992.143,0.00187185,0.00187185,2.45383,1.63588,3.68074,2.41535,11.1197,7.413130000000001,16.6795,92.7001,61.8001,139.05,0.000126718,8.447879999999999e-05,0.000190077,2100.17,1400.11,3150.25,0.00287086,0.00191391,0.0043063
2020-05-16,AK,394,10,33281,2.28571,0.0,976.0,0.00234192,0.00234192,2.5041,1.6694,3.75615,2.76851,14.8954,9.93027,22.3431,102.15299999999999,68.1021,153.23,0.00013964,9.30935e-05,0.00020946,2115.06,1410.04,3172.59,0.00289123,0.00192748,0.00433684
2020-05-17,AK,398,10,34651,2.71429,0.0,1041.0,0.00260738,0.00260738,2.5282299999999998,1.6854900000000002,3.79235,3.0354900000000002,19.8434,13.2289,29.7651,116.21700000000001,77.4783,174.326,0.000158866,0.00010591,0.000238299,2134.91,1423.27,3202.36,0.00291835,0.00194557,0.00437753
2020-05-18,AK,401,10,35611,2.8571400000000002,0.0,990.143,0.00288559,0.00288559,2.55189,1.7012599999999998,3.82784,3.13252,23.8635,15.909,35.7953,133.852,89.2345,200.778,0.00018297099999999998,0.00012198100000000001,0.00027445700000000003,2158.77,1439.18,3238.15,0.00295097,0.00196731,0.00442646
2020-05-19,AK,401,10,36380,2.57143,0.0,917.0,0.00280418,0.00280418,2.54035,1.69357,3.8105300000000004,3.0414,28.1315,18.7544,42.1973,155.764,103.84299999999999,233.64700000000002,0.000212925,0.00014195,0.000319388,2186.9,1457.93,3280.35,0.00298943,0.00199295,0.00448414
2020-05-20,AK,404,10,37045,2.8571400000000002,0.0,913.7139999999999,0.00312695,0.00312695,2.56675,1.71117,3.8501199999999995,2.82992,33.0198,22.0132,49.5297,182.426,121.617,273.638,0.00024937,0.000166247,0.000374056,2219.92,1479.95,3329.88,0.00303456,0.00202304,0.00455185
2020-05-21,AK,404,10,39545,2.1428599999999998,0.0,1111.86,0.00192728,0.00192728,2.44195,1.6279700000000001,3.6629300000000002,2.49808,34.8254,23.217,52.2382,210.921,140.614,316.381,0.000288323,0.000192215,0.000432484,2254.75,1503.16,3382.12,0.00308217,0.00205478,0.00462325
2020-05-22,AK,406,10,41446,2.28571,0.0,1289.71,0.00177226,0.00177226,2.42098,1.61399,3.6314699999999998,2.09235,37.1144,24.7429,55.6715,242.107,161.405,363.16,0.00033095300000000004,0.000220635,0.0004964290000000001,2291.86,1527.91,3437.79,0.0031329,0.0020886,0.00469936
2020-05-23,AK,410,10,42351,2.28571,0.0,1295.71,0.00176406,0.00176406,2.41723,1.61148,3.62584,1.76705,37.8066,25.2044,56.7099,274.551,183.03400000000002,411.827,0.000375303,0.000250202,0.0005629540000000001,2329.67,1553.11,3494.5,0.00318458,0.00212306,0.00477688
2020-05-24,AK,410,10,43507,1.71429,0.0,1265.14,0.00135501,0.00135501,2.36326,1.57551,3.54489,1.49539,37.6428,25.0952,56.4642,307.186,204.79,460.779,0.000419914,0.000279942,0.00062987,2367.31,1578.21,3550.96,0.00323604,0.00215736,0.00485406
2020-05-25,AK,411,10,44472,1.4285700000000001,0.0,1265.86,0.00112854,0.00112854,2.32935,1.5529,3.4940300000000004,1.31997,38.2984,25.5323,57.4476,341.051,227.36700000000002,511.57599999999996,0.000466206,0.00031080400000000003,0.000699309,2405.61,1603.74,3608.41,0.00328839,0.00219226,0.00493259
2020-05-26,AK,413,10,44964,1.71429,0.0,1226.29,0.00139795,0.00139795,2.3641799999999997,1.57612,3.54627,1.21386,38.6297,25.7531,57.9445,374.82,249.88,562.23,0.000512368,0.00034157800000000004,0.0007685519999999999,2444.24,1629.49,3666.36,0.0033412,0.00222747,0.0050118
2020-05-27,AK,414,10,46363,1.4285700000000001,0.0,1331.14,0.00107319,0.00107319,2.31703,1.54469,3.47554,1.1497899999999999,39.6335,26.4223,59.4502,409.033,272.689,613.55,0.000559136,0.000372757,0.0008387039999999999,2483.87,1655.91,3725.81,0.00339538,0.00226358,0.00509306
